"from","to","name","edge_id","weight","length","width","Volume","type","e_distance","in_mst","color"
63,66,"015_Wc_2",25,50.277961730957,112.898056030273,2.99698376655579,796.425476074219,"Main",101.3866361262,TRUE,"#3C049B"
64,68,"015_Wc_2",1087,9.24918746948242,90.4594802856445,6.2546820640564,2779.42163085938,"Main",83.3077026696635,TRUE,"#6200A7"
64,74,"015_Wc_2",1088,14.3591737747192,78.1284103393555,4.66519451141357,1335.48303222656,"Main",72.2047689688167,FALSE,"#5002A2"
66,103,"015_Wc_2",1089,42.1601829528809,306.961242675781,5.39660358428955,7021.25048828125,"Main",275.971921139291,FALSE,"#5801A4"
67,73,"015_Wc_2",27,16.4194736480713,104.416831970215,5.04354190826416,2086.08325195312,"Main",97.0530114557344,TRUE,"#5402A3"
68,76,"015_Wc_2",1090,3.1080527305603,95.3829956054688,11.0795288085938,9196.0947265625,"Main",88.1661113475291,TRUE,"#9712A0"
69,90,"015_Wc_2",28,31.0321826934814,280.628112792969,6.01435995101929,7972.5986328125,"Main",264.155222887775,TRUE,"#6001A6"
70,84,"015_Wc_2",29,25.7550315856934,166.287994384766,5.08193826675415,3372.947265625,"Main",153.015835963446,TRUE,"#5502A3"
71,72,"015_Wc_2",30,34.638988494873,176.808624267578,4.51855039596558,2835.25146484375,"Main",161.725022429426,TRUE,"#4E02A2"
72,76,"015_Wc_2",1091,3.60327553749084,104.232620239258,10.756799697876,9472.392578125,"Main",96.3234087274943,TRUE,"#9310A2"
73,114,"015_Wc_2",1092,30.8869285583496,365.719451904297,6.88203144073486,13604.1455078125,"Main",328.540475441098,TRUE,"#6900A8"
74,75,"015_Wc_2",1093,2.22859525680542,41.6562080383301,8.64677715301514,2446.1220703125,"Main",38.5328524486184,TRUE,"#7D03A8"
74,77,"015_Wc_2",1094,7.08941745758057,41.8404121398926,4.85872936248779,775.766845703125,"Main",40.4883358467708,FALSE,"#5202A3"
75,82,"015_Wc_2",1095,1.8299868106842,64.0947723388672,11.8363370895386,7052.56591796875,"Main",54.493679366313,TRUE,"#9E199D"
76,107,"015_Wc_2",1096,6.63452911376953,234.569442749023,11.8921575546265,26054.494140625,"Main",207.376205103258,TRUE,"#9E199D"
77,82,"015_Wc_2",1097,4.54909753799438,83.4966125488281,8.5684404373169,4814.62353515625,"Main",76.9348178700197,TRUE,"#7C02A8"
77,100,"015_Wc_2",1098,25.6061782836914,242.60595703125,6.15613794326782,7221.17724609375,"Main",161.038102891028,FALSE,"#6101A6"
78,121,"015_Wc_2",31,16.3507118225098,323.510559082031,8.89622783660889,20108.984375,"Main",291.87346271342,TRUE,"#8003A8"
79,86,"015_Wc_2",1100,25.0713806152344,64.9078979492188,3.21802663803101,527.918334960938,"Main",64.1749050406622,FALSE,"#3F049C"
79,87,"015_Wc_2",1099,2.78336405754089,92.7909774780273,11.5477628707886,9718.3232421875,"Main",82.7006430548745,TRUE,"#9B169E"
80,117,"015_Wc_2",32,20.1767807006836,331.210266113281,8.10318851470947,17080.697265625,"Main",296.010474177273,TRUE,"#7701A8"
81,85,"015_Wc_2",33,9.30727672576904,133.189346313477,7.56577491760254,5987.78564453125,"Main",123.90193846363,TRUE,"#7100A8"
82,109,"015_Wc_2",1101,5.34345197677612,185.91877746582,11.7972469329834,20322.375,"Main",176.275077778735,TRUE,"#9D189E"
83,97,"015_Wc_2",34,11.5796957015991,117.19263458252,6.36255550384521,3726.09008789062,"Main",108.307147215976,TRUE,"#6300A7"
84,86,"015_Wc_2",1102,11.9067220687866,83.9413299560547,5.31033372879028,1859.12829589844,"Main",63.0660825825615,TRUE,"#5701A4"
84,90,"015_Wc_2",1103,15.9906663894653,85.0149765014648,4.61152362823486,1419.95373535156,"Main",76.9348196206321,TRUE,"#4F02A2"
85,92,"015_Wc_2",1104,1.64131295681,57.8371276855469,11.8723764419556,6402.8291015625,"Main",51.6452286232257,TRUE,"#9E199D"
86,91,"015_Wc_2",37,4.18221235275269,44.2482070922852,6.5054121017456,1470.73754882812,"Main",40.9831182142364,TRUE,"#6500A7"
87,94,"015_Wc_2",1105,1.71933782100677,82.6071701049805,13.8630332946777,12468.7861328125,"Main",79.342293548748,TRUE,"#B02991"
87,96,"015_Wc_2",1106,7.37642192840576,80.4598922729492,6.60536527633667,2757.16650390625,"Main",76.2330023353996,FALSE,"#6600A8"
88,110,"015_Wc_2",35,8.77117443084717,165.106460571289,8.67727088928223,9763.8310546875,"Main",147.766740769816,TRUE,"#7E03A8"
89,111,"015_Wc_2",36,16.4603862762451,261.670959472656,7.97421169281006,13068.3544921875,"Main",246.58082469386,TRUE,"#7601A8"
90,98,"015_Wc_2",1107,3.85669445991516,63.4658432006836,8.11320400238037,3281.06420898438,"Main",57.0239987249693,TRUE,"#7701A8"
92,93,"015_Wc_2",38,6.51706790924072,102.345855712891,7.92572498321533,5049.380859375,"Main",96.0440137782457,TRUE,"#7501A8"
92,101,"015_Wc_2",1108,2.1245539188385,70.5366134643555,11.5240039825439,7357.1787109375,"Main",66.387594568304,TRUE,"#9B169E"
94,97,"015_Wc_2",1109,1.47694659233093,97.9749755859375,16.2894039154053,20418.103515625,"Main",90.5346622604098,TRUE,"#C33E80"
94,104,"015_Wc_2",1110,12.4911222457886,107.637771606445,5.87099361419678,2913.92114257812,"Main",100.821807579342,FALSE,"#5E01A6"
95,103,"015_Wc_2",39,24.2211933135986,103.158973693848,4.12748718261719,1380.28369140625,"Main",84.3893976529618,TRUE,"#4A03A0"
96,104,"015_Wc_2",1111,4.26863431930542,70.981330871582,8.15563106536865,3708.08081054688,"Main",66.2356180328852,TRUE,"#7801A8"
96,106,"015_Wc_2",42,14.9247360229492,98.1591796875,5.12911128997803,2028.17321777344,"Main",89.9763743674398,TRUE,"#5501A4"
97,107,"015_Wc_2",1112,1.22504639625549,67.9446105957031,14.894681930542,11838.791015625,"Main",64.7999990904636,TRUE,"#B83289"
98,99,"015_Wc_2",40,41.9772453308105,99.7538452148438,3.08310174942017,744.723754882812,"Main",93.4558790714318,TRUE,"#3D049C"
98,120,"015_Wc_2",1113,4.01688861846924,135.152404785156,11.6010417938232,14285.900390625,"Main",127.087323030478,TRUE,"#9C179E"
100,109,"015_Wc_2",1114,3.62527561187744,99.2328186035156,10.4637451171875,8533.3486328125,"Main",92.2984894175403,TRUE,"#900DA3"
100,115,"015_Wc_2",1115,20.7910327911377,168.511581420898,5.69386100769043,4290.7509765625,"Main",146.717268458142,FALSE,"#5C01A5"
101,108,"015_Wc_2",1117,2.58460855484009,61.0580520629883,9.72084617614746,4531.4892578125,"Main",55.4712196081345,TRUE,"#8908A5"
101,111,"015_Wc_2",1116,8.81701946258545,94.0488357543945,6.53199434280396,3151.62768554688,"Main",88.6600423825621,FALSE,"#6500A8"
102,105,"015_Wc_2",41,15.5968551635742,48.9874877929688,3.54449248313904,483.373870849609,"Main",45.2673311302049,TRUE,"#43039E"
102,128,"015_Wc_2",1118,23.6085243225098,237.529815673828,6.34387540817261,7507.87939453125,"Main",216.39705828211,TRUE,"#6300A7"
103,112,"015_Wc_2",1119,3.01140379905701,52.4689292907715,8.3482723236084,2872.00561523438,"Main",49.8581176264823,TRUE,"#7A02A8"
104,130,"015_Wc_2",1120,5.00164699554443,183.358367919922,12.1094341278076,21117.296875,"Main",170.383341325653,TRUE,"#A01B9C"
107,115,"015_Wc_2",1121,1.08170890808105,69.4629745483398,16.0269718170166,14013.4873046875,"Main",64.1749035803176,TRUE,"#C13C82"
108,110,"015_Wc_2",1123,2.25793981552124,55.8740539550781,9.94898796081543,4343.68017578125,"Main",52.4840009110407,TRUE,"#8B0AA5"
108,122,"015_Wc_2",1122,3.62222218513489,114.155914306641,11.2277221679688,11302.423828125,"Main",105.542471177792,TRUE,"#99149F"
109,113,"015_Wc_2",1124,0.823827385902405,21.3649234771729,10.1850357055664,1740.66967773438,"Main",19.7400827329702,TRUE,"#8E0CA4"
110,121,"015_Wc_2",1125,4.0865306854248,148.036102294922,12.0375032424927,16847.302734375,"Main",135.628734859247,TRUE,"#A01B9C"
111,122,"015_Wc_2",1126,4.28842115402222,89.7542572021484,9.14974117279053,5901.501953125,"Main",80.7273806491014,TRUE,"#8305A7"
112,114,"015_Wc_2",1128,15.0743741989136,125.229125976562,5.76451826095581,3268.29516601562,"Main",116.755137846896,TRUE,"#5D01A5"
112,119,"015_Wc_2",1127,5.93242740631104,150.443893432617,10.0716600418091,11985.7880859375,"Main",139.342607420624,TRUE,"#8C0BA4"
113,116,"015_Wc_2",43,2.6236081123352,58.7265663146973,9.46232414245605,4129.71533203125,"Main",55.4106310176572,TRUE,"#8607A6"
113,136,"015_Wc_2",1129,5.06794166564941,149.109756469727,10.8484382629395,13782.5751953125,"Main",137.961626910972,TRUE,"#9410A1"
114,117,"015_Wc_2",1130,15.4104061126709,112.453353881836,5.40267896652222,2577.986328125,"Main",101.220828250798,TRUE,"#5801A4"
115,118,"015_Wc_2",1131,0.811278581619263,47.0244140625,15.226731300354,8563.013671875,"Main",44.5944580555714,TRUE,"#BB3588"
117,125,"015_Wc_2",1132,12.744215965271,97.5302734375,5.53277683258057,2344.85302734375,"Main",90.4232894919786,TRUE,"#5A01A5"
118,124,"015_Wc_2",45,12.6864967346191,132.299896240234,6.45860767364502,4334.38232421875,"Main",116.409365513914,TRUE,"#6400A7"
118,136,"015_Wc_2",1133,3.09177231788635,157.698883056641,14.283694267273,25269.671875,"Main",146.740173740039,TRUE,"#B42D8D"
119,120,"015_Wc_2",1134,4.97909832000732,118.082061767578,9.73972320556641,8797.6572265625,"Main",106.303606531269,TRUE,"#8908A5"
119,143,"015_Wc_2",1135,24.0331363677979,211.946655273438,5.93933820724487,5872.087890625,"Main",140.279640344425,FALSE,"#5F01A6"
120,126,"015_Wc_2",1136,5.59538125991821,101.01171875,8.49769306182861,5728.80078125,"Main",91.8607195412621,TRUE,"#7B02A8"
121,131,"015_Wc_2",1137,2.96260833740234,64.2789764404297,9.31595420837402,4381.40625,"Main",60.7325072140889,TRUE,"#8506A7"
122,152,"015_Wc_2",1138,8.07884120941162,256.747497558594,11.2747926712036,25633.814453125,"Main",231.48752140886,FALSE,"#99149F"
123,138,"015_Wc_2",44,28.2149105072021,84.3860549926758,3.45880436897278,792.889282226562,"Main",77.9757045204397,TRUE,"#42039E"
125,127,"015_Wc_2",1140,17.4128952026367,105.122062683105,4.91407108306885,1993.73120117188,"Main",94.2076991055144,TRUE,"#5302A3"
125,168,"015_Wc_2",1139,24.544677734375,275.228271484375,6.69727087020874,9695.6884765625,"Main",246.362720916398,TRUE,"#6700A8"
126,129,"015_Wc_2",1141,1.79244136810303,41.6562080383301,9.64156150817871,3041.33569335938,"Main",38.5328524486184,TRUE,"#8808A6"
126,149,"015_Wc_2",1142,29.3115215301514,177.361251831055,4.91971778869629,3371.54541015625,"Main",162.698341111498,FALSE,"#5302A3"
127,128,"015_Wc_2",1143,15.2672262191772,112.453353881836,5.42795372009277,2602.16333007812,"Main",98.5301026248279,TRUE,"#5901A4"
127,137,"015_Wc_2",48,16.6746921539307,55.6898498535156,3.6550145149231,584.311096191406,"Main",50.3275414038978,TRUE,"#45039E"
128,135,"015_Wc_2",1144,16.1815376281738,133.818252563477,5.75145578384399,3476.64868164062,"Main",123.793437502033,TRUE,"#5D01A5"
129,132,"015_Wc_2",1145,5.53230237960815,142.667907714844,10.1564092636108,11558.369140625,"Main",125.732048107813,TRUE,"#8D0CA4"
129,161,"015_Wc_2",1146,67.1746444702148,222.314651489258,3.63840770721436,2311.4296875,"Main",201.19328601414,FALSE,"#44039E"
130,132,"015_Wc_2",1148,2.72512459754944,61.5027732849121,9.50132465362549,4360.6669921875,"Main",52.4199610591354,TRUE,"#8707A6"
130,140,"015_Wc_2",1147,3.75032711029053,179.140121459961,13.8226671218872,26882.302734375,"Main",164.137266430616,TRUE,"#B02991"
131,142,"015_Wc_2",1150,4.83711099624634,102.898475646973,9.2244701385498,6876.7255859375,"Main",95.5882375219515,TRUE,"#8405A7"
131,145,"015_Wc_2",1149,5.11266565322876,105.935188293457,9.10387802124023,6895.7734375,"Main",96.2187300062854,TRUE,"#8205A7"
132,148,"015_Wc_2",1151,14.5962677001953,159.293548583984,6.60705900192261,5461.4052734375,"Main",113.160913030164,TRUE,"#6600A8"
133,160,"015_Wc_2",46,18.809497833252,206.762680053711,6.63097620010376,7140.30859375,"Main",173.27671688653,TRUE,"#6600A8"
134,172,"015_Wc_2",47,32.0286445617676,278.741333007812,5.90012741088867,7621.0361328125,"Main",210.095953195159,TRUE,"#5F01A6"
135,138,"015_Wc_2",1152,14.2566871643066,90.6436920166016,5.04300594329834,1810.53295898438,"Main",78.4481517017962,TRUE,"#5402A3"
135,170,"015_Wc_2",60,67.0380477905273,220.612121582031,3.62813973426819,2280.80029296875,"Main",202.441668252833,TRUE,"#44039E"
136,141,"015_Wc_2",1153,1.71886396408081,35.398567199707,9.07615852355957,2290.23315429688,"Main",31.5330422691537,TRUE,"#8205A7"
138,173,"015_Wc_2",61,140.959930419922,213.280822753906,2.46012997627258,1013.81280517578,"Main",193.551429088538,TRUE,"#350498"
139,163,"015_Wc_2",49,2.3903534412384,164.922256469727,16.6126365661621,35747.55078125,"Main",153.454282715326,TRUE,"#C5407E"
140,144,"015_Wc_2",1154,0.713574767112732,41.6562080383301,15.2809419631958,7639.5869140625,"Main",38.5328524486184,TRUE,"#BC3587"
140,150,"015_Wc_2",1155,21.4965534210205,177.62174987793,5.7490177154541,4610.7685546875,"Main",159.318419624618,FALSE,"#5D01A5"
141,144,"015_Wc_2",1157,14.631814956665,137.299697875977,6.1265459060669,4047.537109375,"Main",119.68193367619,FALSE,"#6101A6"
141,157,"015_Wc_2",1156,2.05956649780273,110.306060791016,14.6366529464722,18559.779296875,"Main",99.3449757589337,TRUE,"#B6308B"
142,145,"015_Wc_2",1158,6.74238204956055,130.597320556641,8.80218410491943,7947.03369140625,"Main",118.949908518005,FALSE,"#7F03A8"
142,160,"015_Wc_2",1159,5.95405435562134,145.628311157227,9.89114379882812,11189.96484375,"Main",135.182183404297,TRUE,"#8A09A5"
143,149,"015_Wc_2",1160,3.11504650115967,66.4262542724609,9.23565292358398,4450.0498046875,"Main",64.1749020746887,TRUE,"#8405A7"
143,158,"015_Wc_2",54,70.7786254882812,119.708351135254,2.60100483894348,636.057922363281,"Main",114.576951465702,TRUE,"#370499"
144,146,"015_Wc_2",1161,1.18277192115784,49.6164093017578,12.953649520874,6538.822265625,"Main",46.1492447087702,TRUE,"#A82296"
145,151,"015_Wc_2",1162,2.71460700035095,51.7636871337891,8.73351573944092,3100.939453125,"Main",49.7906928931306,TRUE,"#7E03A8"
146,157,"015_Wc_2",1163,2.37180781364441,122.11612701416,14.3508214950562,19752.2421875,"Main",112.923179865767,TRUE,"#B42E8D"
146,196,"015_Wc_2",1164,35.6859550476074,267.299682617188,5.47369432449341,6289.982421875,"Main",192.664254560205,FALSE,"#5901A5"
147,165,"015_Wc_2",50,6.18706512451172,129.892135620117,9.16387367248535,8567.0419921875,"Main",109.264400054912,TRUE,"#8305A7"
148,150,"015_Wc_2",1165,2.77559804916382,20.2912845611572,5.40762376785278,466.028350830078,"Main",18.8700465411011,TRUE,"#5801A4"
148,195,"015_Wc_2",1166,30.569938659668,206.317947387695,5.19578552246094,4374.5087890625,"Main",176.255997236479,FALSE,"#5601A4"
149,155,"015_Wc_2",1167,2.02197909355164,58.0213317871094,10.71360206604,5230.56494140625,"Main",55.1066770784613,TRUE,"#930FA2"
150,229,"015_Wc_2",1168,21.9801654815674,380.089874267578,8.31682682037354,20648.642578125,"Main",348.380607751353,FALSE,"#7902A8"
151,152,"015_Wc_2",1169,2.43639731407166,55.8740539550781,9.57769584655762,4025.52124023438,"Main",52.4840009110407,TRUE,"#8807A6"
151,194,"015_Wc_2",1170,18.7756748199463,262.191986083984,7.47380781173706,11502.5244140625,"Main",223.634175627333,FALSE,"#7000A8"
152,189,"015_Wc_2",1171,3.65004372596741,143.296829223633,12.5313901901245,17673.59765625,"Main",131.06911408203,TRUE,"#A41F99"
153,200,"015_Wc_2",51,5.8911657333374,218.572738647461,12.1822462081909,25476.548828125,"Main",195.966191383294,TRUE,"#A11C9B"
154,163,"015_Wc_2",52,4.0468373298645,105.7509765625,10.2238464355469,8681.6630859375,"Main",95.0596285455945,TRUE,"#8E0CA4"
155,161,"015_Wc_2",1172,1.62381255626678,41.8404121398926,10.1521968841553,3386.92749023438,"Main",40.4883358467708,TRUE,"#8D0BA4"
155,175,"015_Wc_2",62,73.6570892333984,151.441223144531,2.86777305603027,978.190734863281,"Main",142.347764224932,TRUE,"#3A049A"
156,185,"015_Wc_2",53,12.6859836578369,118.895210266113,6.12280035018921,3500.6962890625,"Main",110.121871633445,TRUE,"#6101A6"
157,177,"015_Wc_2",1173,1.04922103881836,100.122261047363,19.5371780395508,30015.40234375,"Main",92.7342084578192,TRUE,"#D9586B"
159,176,"015_Wc_2",55,61.8073081970215,84.2018585205078,2.33437657356262,360.373962402344,"Main",76.2770657595818,TRUE,"#330498"
160,183,"015_Wc_2",1174,3.79754877090454,97.0855407714844,10.1124315261841,7797.50390625,"Main",90.6829537156612,TRUE,"#8D0BA4"
