"Degrees","Accessibility","node_ID","angle","coordinate_x","coordinate_y"
1,50.0639549195766,116,NA,-0.856152067814025,-0.545743553514659
3,103.654011934996,117,89.8102722167969,-0.853069612124326,-0.865065347933592
3,45.4641774594784,118,93.366455078125,-0.850500899049576,-0.609325326739668
3,67.2368042171001,119,103.474281311035,-0.849987156434626,-0.770399152243024
3,62.2577058970928,120,72.791374206543,-0.849473413819676,-0.741434122218297
3,70.3843594789505,121,88.6360778808594,-0.848959671204726,-0.383963263864359
3,70.4210917055607,122,70.6556701660156,-0.847418443359877,-0.326739667961851
1,207.731484621763,123,NA,-0.845877215515027,-1
1,58.1506741940975,124,NA,-0.845877215515027,-0.640409749205228
3,116.398227900267,125,89.3626174926758,-0.844849730285127,-0.886965736488873
3,56.6623246371746,126,86.6701812744141,-0.844335987670177,-0.717414341222183
3,133.811123102903,127,86.9335098266602,-0.842281017210378,-0.912398445778877
3,149.078349322081,128,75.2052764892578,-0.841767274595428,-0.939244083362769
3,54.8698832690716,129,97.9071655273438,-0.841767274595428,-0.707523843164959
3,46.612456291914,130,72.2202453613281,-0.839712304135628,-0.65948428117273
3,67.4217511415482,131,85.6525421142578,-0.839712304135628,-0.394560226068527
3,49.3375808894634,132,91.1917190551758,-0.838171076290778,-0.673613564111621
1,75.4400836229324,133,NA,-0.836629848445929,-0.451783821971035
1,87.2412602901459,134,NA,-0.836116105830979,-0.475803602967149
3,165.259886950254,135,84.2701110839844,-0.833547392756229,-0.971034969975274
3,42.372405141592,136,91.8778686523438,-0.833547392756229,-0.576827975980219
1,150.485815256834,137,NA,-0.832519907526329,-0.909572589191099
3,179.516574114561,138,91.3971862792969,-0.83149242229643,-0.99222889438361
1,52.4809762835503,139,NA,-0.83046493706653,0.1197456729071
3,42.8621291816235,140,52.3343811035156,-0.82789622399178,-0.617802896503002
3,40.6535411775112,141,96.8597717285156,-0.82738248137683,-0.57541504768633
3,62.5846401453018,142,56.5466842651367,-0.82738248137683,-0.414341222182974
3,79.2053839862347,143,67.1121368408203,-0.825327510917031,-0.75273754856941
3,42.1485544145107,144,45.5161743164062,-0.825327510917031,-0.607912398445779
3,67.4932548105717,145,68.6407165527344,-0.822758797842281,-0.38255033557047
3,40.9657824933529,146,80.3078460693359,-0.819676342152582,-0.598021900388555
1,60.1092218160629,147,NA,-0.819162599537632,-0.469445425644649
3,63.9338485896587,148,83.2901611328125,-0.817107629077832,-0.663016601907453
3,76.090337485075,149,81.7028503417969,-0.816593886462882,-0.740021193924408
3,64.358682602644,150,76.9519424438477,-0.816080143847932,-0.658071352878841
3,64.7786478102207,151,74.4480056762695,-0.815052658618032,-0.374072765807135
3,62.3422504961491,152,84.7935180664062,-0.809401489853583,-0.362062875309078
1,53.9327530264854,153,NA,-0.809401489853583,0.0971388202048746
1,54.1374601721764,154,NA,-0.809401489853583,0.154362416107382
3,74.0683583915234,155,90.5968170166016,-0.808374004623684,-0.730130695867185
1,73.3972451090813,156,NA,-0.808374004623684,-0.415754150476863
3,38.5939746797085,157,43.3897094726562,-0.807860262008734,-0.571882726951607
1,149.984009474516,158,NA,-0.807346519393784,-0.771812080536913
1,265.390531480312,159,NA,-0.806319034163884,-0.958318615330272
3,56.6305857896805,160,71.7547607421875,-0.804777806319034,-0.434122218297421
3,72.4445458352566,161,77.5604248046875,-0.803236578474184,-0.72165312610385
1,86.7561619356275,162,NA,-0.803236578474184,-0.511126810314377
3,50.0906228423119,163,92.260498046875,-0.801181608014385,0.131049099258213
3,75.6597969606519,164,102.52880859375,-0.800667865399435,-0.509007417873543
3,53.9221566915512,165,53.5691452026367,-0.799126637554585,-0.458141999293536
1,203.710541605949,166,NA,-0.798612894939635,-0.86153302719887
1,86.3172466829419,167,NA,-0.797071667094785,-0.511833274461321
3,140.942905634642,168,70.8460006713867,-0.796044181864886,-0.889085128929707
1,79.7890739440918,169,NA,-0.795016696634986,-0.533733663016602
1,232.297934740782,170,NA,-0.794502954020036,-0.983751324620275
3,61.421754129231,171,99.9917602539062,-0.794502954020036,-0.488519957612151
3,55.2126157283783,172,89.804443359375,-0.794502954020036,-0.473684210526316
1,320.476504534483,173,NA,-0.793475468790136,-0.999293535853055
3,55.3118670061231,174,98.1301040649414,-0.793475468790136,-0.473684210526316
1,147.725447624922,175,NA,-0.792961726175186,-0.762628046626634
3,203.583223283291,176,98.4943695068359,-0.791420498330337,-0.954786294595549
3,37.5447536408901,177,103.111526489258,-0.791420498330337,-0.560579300600495
3,57.352454431355,178,108.434951782227,-0.790906755715387,-0.477922995407983
1,208.021669328213,179,NA,-0.790393013100437,-0.957612151183327
1,47.8758533746004,180,NA,-0.789879270485487,0.0137760508654186
3,68.4716936051846,181,92.6025619506836,-0.789365527870537,-0.702578594136348
3,56.3878864049911,182,59.0362396240234,-0.789365527870537,-0.468738961497704
3,52.8330370187759,183,81.5966186523438,-0.789365527870537,-0.446838572942423
3,68.2194048762321,184,100.304847717285,-0.788851785255587,-0.703285058283292
3,60.7112614512444,185,84.2893981933594,-0.788851785255587,-0.42917696926881
3,55.2194660902023,186,116.565048217773,-0.787824300025687,-0.46803249735076
3,56.3365098237991,187,81.8699035644531,-0.787310557410737,-0.47439067467326
3,55.3184285163879,188,100.813873291016,-0.786283072180837,-0.472977746379371
3,58.6922067701817,189,61.3711395263672,-0.785769329565888,-0.376898622394913
1,74.182306677103,190,NA,-0.785769329565888,-0.32038149063935
1,206.096536517143,191,NA,-0.785255586950938,-0.785234899328859
1,106.859743773937,192,NA,-0.785255586950938,-0.740021193924408
3,37.0965573787689,193,56.639892578125,-0.784741844335988,-0.553514659131049
3,63.7106607854366,194,81.2538452148438,-0.784228101721038,-0.417873542917697
3,87.8247854113579,195,88.9949188232422,-0.782173131261238,-0.663016601907453
3,46.4665780961514,196,110.948364257812,-0.782173131261238,-0.588131402331332
3,90.6353116929531,197,79.6951522827148,-0.781659388646288,-0.671494171670788
3,51.3568106889725,198,81.5730285644531,-0.779604418186489,-0.45107735782409
3,47.5217742919922,199,100.304847717285,-0.778576932956589,-0.506888025432709
3,48.041587293148,200,48.1912231445312,-0.778576932956589,0.129636170964323
1,52.0993101596832,201,NA,-0.777035705111739,-0.624867537972448
3,50.7594427466393,202,82.2781677246094,-0.776008219881839,-0.450370893677146
3,54.286464869976,203,107.969146728516,-0.776008219881839,-0.435535146591311
3,45.8862442970276,204,108.434951782227,-0.77343950680709,-0.506888025432709
3,59.1125482022762,205,90,-0.77189827896224,-0.427057576827976
3,76.3566429018974,206,53.6731567382812,-0.77087079373234,-0.664429530201342
3,130.188980937004,207,108.503402709961,-0.76984330850244,-0.842458495231367
1,55.2874884605408,208,NA,-0.76932956588749,-0.516072059342988
1,257.922250688076,209,NA,-0.767788338042641,-0.99222889438361
3,58.0063055455685,210,98.0805816650391,-0.767788338042641,-0.425644648534087
3,72.6642448306084,211,75.9637603759766,-0.765733367582841,-0.663723066054398
3,173.367661356926,212,90.7505569458008,-0.765219624967891,-0.862945955492759
3,43.4976761341095,213,78.3663635253906,-0.765219624967891,-0.598021900388555
3,54.4563588202,214,58.2931518554688,-0.764705882352941,-0.39809254680325
3,118.544175982475,215,100.840301513672,-0.763678397123041,-0.820558106676086
1,209.398558497429,216,NA,-0.763164654508091,-0.785941363475804
1,47.5158885121346,217,NA,-0.762137169278192,-0.151536559519604
1,54.9496685564518,218,NA,-0.761623426663242,-0.348640056517132
2,64.6864034533501,219,0,-0.760082198818392,-0.666548922642176
3,46.1591206938028,220,77.4870300292969,-0.759568456203442,0.0780642882373719
1,50.1719614863396,221,NA,-0.759054713588492,0.209466619569057
1,211.425243586302,222,NA,-0.758540970973542,-0.911691981631932
1,55.5475671291351,223,NA,-0.758027228358592,-0.564111621335217
3,46.0251457989216,224,81.2717056274414,-0.757513485743642,0.0759448957965383
3,56.8326365351677,225,87.3974609375,-0.755972257898793,-0.66089720946662
2,47.341627150774,226,0,-0.755458515283843,0.095019427764041
1,62.7097603306174,227,NA,-0.754944772668893,0.32815259625574
1,53.1341931223869,228,NA,-0.752376059594143,0.179088661250441
3,43.4267213344574,229,106.008605957031,-0.750321089134344,-0.629106322854115
3,49.0789768099785,230,97.1250152587891,-0.749293603904444,-0.660190745319675
3,108.681833148003,231,91.6514739990234,-0.748779861289494,-0.797244789826916
1,128.711857676506,232,NA,-0.748779861289494,-0.743553514659131
3,53.9305035471916,233,104.563697814941,-0.748779861289494,-0.672907099964677
3,44.1060635447502,234,104.356773376465,-0.747752376059594,-0.632638643588838
3,39.9005610942841,235,79.5792922973633,-0.747752376059594,-0.594489579653833
3,46.3366476893425,236,95.0240707397461,-0.746724890829694,-0.648887318968562
3,39.7014079093933,237,56.182373046875,-0.746211148214744,-0.477216531261038
3,102.859793543816,238,76.7267456054688,-0.744156177754945,-0.781702578594136
3,43.8565672188997,239,73.7269897460938,-0.744156177754945,0.0250794772165313
3,45.76459851861,240,16.3070068359375,-0.743642435139995,0.107735782409043
3,45.039665132761,241,75.9637451171875,-0.742614949910095,0.0773578240904274
1,47.246890977025,242,NA,-0.742101207295145,-0.013069586718474
2,45.8491022288799,243,0,-0.739532494220396,0.0674673260332037
3,48.8992442190647,244,77.4404830932617,-0.739018751605446,-0.415754150476863
3,46.7759377360344,245,80.1588745117188,-0.739018751605446,0.184740374425998
1,170.29467266798,246,NA,-0.738505008990496,-0.835393853761922
1,229.118999898434,247,NA,-0.737991266375546,-0.79159307665136
3,70.8829953074455,248,75.3791198730469,-0.737991266375546,-0.696220416813847
3,42.9003695845604,249,92.04541015625,-0.737991266375546,-0.463793712469092
3,46.3297878801823,250,67.7509765625,-0.735422553300796,-0.372659837513246
3,44.5366987884045,251,84.0938415527344,-0.735422553300796,0.0780642882373719
3,45.0014683306217,252,94.4971466064453,-0.734395068070896,0.113387495584599
3,152.132158219814,253,32.66552734375,-0.733881325455947,-0.90038855528082
3,96.2954300642014,254,84.9830856323242,-0.733881325455947,-0.761921582479689
3,33.9633986949921,255,55.9722366333008,-0.733367582840997,-0.52878841398799
3,37.4220607280731,256,108.434951782227,-0.733367582840997,-0.477216531261038
3,38.0349784493446,257,92.526123046875,-0.732340097611097,-0.472977746379371
3,165.194884002209,258,105.771942138672,-0.731826354996147,-0.867184740374426
3,45.1824249625206,259,54.8658142089844,-0.731826354996147,0.121158601200989
3,49.7169893682003,260,86.6335372924805,-0.731312612381197,-0.433415754150477
3,67.9058660268784,261,71.3428268432617,-0.730798869766247,-0.684916990462734
3,42.8919672518969,262,79.6951599121094,-0.730798869766247,0.013069586718474
3,44.1710243523121,263,74.9315185546875,-0.729771384536347,0.0794772165312609
3,45.3216671049595,264,87.273681640625,-0.729257641921397,-0.426351112681031
3,146.90252918005,265,36.7949371337891,-0.727716414076548,-0.890498057223596
1,43.1569280177355,266,NA,-0.726688928846648,-0.027198869657365
3,38.9495934844017,267,63.7052001953125,-0.726175186231698,-0.461674320028259
1,55.0357981026173,268,NA,-0.724633958386848,0.0448604733309783
3,38.4757478833199,269,90,-0.724120215771898,-0.46026139173437
3,59.1418997272849,270,93.0832138061523,-0.724120215771898,0.337336630166019
3,151.052130401134,271,88.7022705078125,-0.723606473156948,-0.837513246202755
1,188.324130475521,272,NA,-0.723606473156948,-0.777463793712469
3,58.950391985476,273,108.434951782227,-0.722578987927049,0.339456022606853
1,64.3087012395263,274,NA,-0.721551502697149,0.266690215471565
3,122.303538680077,275,79.6951599121094,-0.720524017467249,-0.723066054397739
3,39.7934592366219,276,59.0362396240234,-0.720524017467249,-0.455316142705758
3,145.85107010603,277,107.36589050293,-0.719496532237349,-0.824796891557753
1,61.7967624291778,278,NA,-0.719496532237349,0.407983044860473
3,36.427511036396,279,54.4623413085938,-0.718469047007449,-0.461674320028259
3,58.457338578999,280,101.309936523438,-0.718469047007449,0.339456022606853
1,65.1287957429886,281,NA,-0.717955304392499,-0.652419639703285
1,51.4683281779289,282,NA,-0.717955304392499,-0.565524549629106
3,40.3786505162716,283,93.1798248291016,-0.717955304392499,-0.453196750264924
3,58.656417094171,284,59.0362396240234,-0.717955304392499,0.287177675732956
3,39.9382636249065,285,64.1336441040039,-0.7169278191626,-0.314729777463794
3,43.4422658383846,286,83.6598052978516,-0.71641407654765,-0.441893323913811
3,35.6604018807411,287,97.125,-0.7159003339327,-0.459554927587425
3,61.7872088029981,288,63.0041656494141,-0.7148728487028,0.331684916990463
3,141.994205892086,289,93.9748840332031,-0.71435910608785,-0.817025785941363
3,50.5527650117874,290,36.0273742675781,-0.71435910608785,-0.625574002119393
3,32.5201327800751,291,92.526123046875,-0.7138453634729,-0.501236312257153
3,39.861397176981,292,85.6012878417969,-0.7138453634729,-0.437654539032144
3,57.5299686267972,293,77.6609115600586,-0.7138453634729,0.34369480748852
3,88.9316238164902,294,81.7927856445312,-0.71333162085795,-0.733663016601907
3,39.1588462293148,295,98.9726257324219,-0.71333162085795,-0.448251501236312
3,57.3820776566863,296,80.7066955566406,-0.712817878243,0.345107735782409
3,41.8348091542721,297,77.1712188720703,-0.71230413562805,-0.302013422818792
1,44.7380710244179,298,NA,-0.7117903930131,-0.0667608618862593
2,48.1241500079632,299,0,-0.709221679938351,-0.313316849169905
1,47.7970444858074,300,NA,-0.708707937323401,0.0498057223595902
3,43.5623864531517,301,63.5387573242188,-0.708707937323401,0.130342635111268
3,42.826441437006,302,67.786865234375,-0.708194194708451,0.0914871070293182
3,98.9909127950668,303,66.7407836914062,-0.707680452093501,-0.710349699752738
3,32.0287184119225,304,90.4441528320312,-0.707166709478551,-0.496291063228541
3,35.9640265405178,305,83.4180526733398,-0.706652966863601,-0.445425644648534
3,35.3623208105564,306,91.9414825439453,-0.706139224248651,-0.442599788060756
3,39.7524835169315,307,82.1146697998047,-0.705625481633702,-0.393853761921583
1,49.8426433205605,308,NA,-0.704084253788852,0.193217944189332
3,54.4672206640244,309,100.304840087891,-0.703056768558952,-0.687742847050512
3,62.6013511419296,310,100.304847717285,-0.702029283329052,-0.696220416813847
1,205.932424008846,311,NA,-0.701515540714102,-0.964676792652773
3,132.21950095892,312,84.0337829589844,-0.700488055484202,-0.792299540798304
1,46.894038528204,313,NA,-0.700488055484202,-0.285764747439067
3,35.4450795054436,314,85.20263671875,-0.699974312869252,-0.524549629106323
3,68.8549321889877,315,72.5973052978516,-0.699460570254303,-0.701872129989403
3,80.80497777462,316,94.4917144775391,-0.698946827639353,-0.72165312610385
3,52.3097163438797,317,98.5959167480469,-0.698946827639353,-0.6827975980219
3,46.6759473085403,318,90.64013671875,-0.697405599794503,-0.65312610385023
1,43.6403049826622,319,NA,-0.697405599794503,-0.556340515718827
3,40.1803562194109,320,59.2589111328125,-0.696891857179553,-0.0158954433062523
1,46.5276350677013,321,NA,-0.696891857179553,0.0222536206287531
3,58.8614491671324,322,78.5506591796875,-0.696891857179553,0.282938890851289
1,60.1521591171622,323,NA,-0.695864371949653,0.407276580713529
3,34.6258526444435,324,57.52880859375,-0.694836886719753,-0.446132108795479
3,33.1980178058147,325,106.056060791016,-0.693809401489854,-0.360649947015189
1,77.4335583895445,326,NA,-0.693809401489854,0.270929000353232
3,55.7214469537139,327,86.1563110351562,-0.693295658874904,0.358530554574355
3,107.544645726681,328,73.0112915039062,-0.692781916259954,-0.807841752031084
3,40.3986565470695,329,108.434944152832,-0.692781916259954,-0.545037089367715
1,201.00148242712,330,NA,-0.691754431030054,-0.926527728717768
3,33.5163216888905,331,99.162353515625,-0.691240688415104,-0.42140586365242
3,42.5838218331337,332,66.5383148193359,-0.691240688415104,0.129636170964323
3,43.7146517038345,333,67.8604202270508,-0.690213203185204,-0.625574002119393
3,32.9233714640141,334,105.802520751953,-0.689699460570254,-0.415754150476863
3,35.7047176659107,335,99.4623107910156,-0.688158232725405,-0.426351112681031
3,43.5174591243267,336,94.0028839111328,-0.687644490110455,0.0554574355351465
3,43.0162262916565,337,103.706962585449,-0.687130747495505,-0.62204168138467
3,54.7541049942374,338,100.954063415527,-0.687130747495505,0.359943482868244
1,112.455430448055,339,NA,-0.686617004880555,-0.701165665842459
3,42.0630724430084,340,91.9749145507812,-0.686617004880555,-0.614977039915224
3,39.4287130385637,341,45,-0.686103262265605,-0.0236665489226422
3,39.8381269574165,342,81.5793075561523,-0.685589519650655,-0.112681031437655
3,41.6558310985565,343,113.875282287598,-0.684562034420755,-0.543624161073825
2,39.280623331666,344,0,-0.684048291805805,-0.0257859413634758
3,41.5438980162144,345,74.5387878417969,-0.683534549190855,0.08866125044154
1,45.1104333996773,346,NA,-0.683020806575905,-0.138820204874603
3,32.0372378528118,347,72.8972778320312,-0.682507063960956,-0.408689509007418
1,59.7185946330428,348,NA,-0.682507063960956,0.383256799717414
1,162.051172673702,349,NA,-0.681479578731056,-0.829742140586365
3,39.0470648705959,350,52.125,-0.681479578731056,-0.0293182620981985
1,50.2238872051239,351,NA,-0.680965836116106,-0.523843164959378
3,34.1911379992962,352,81.8698959350586,-0.680965836116106,-0.420699399505475
3,127.866527020931,353,96.4830780029297,-0.680452093501156,-0.7605086541858
3,39.0791385173798,354,80.5980224609375,-0.680452093501156,-0.586012009890498
3,30.2675786614418,355,44.2965393066406,-0.679938350886206,-0.46661956905687
3,39.5064674913883,356,90,-0.679938350886206,-0.109148710702932
3,120.692218244076,357,101.309928894043,-0.678910865656306,-0.768986223949135
1,47.668338239193,358,NA,-0.677883380426406,0.173436948074885
1,42.7817490398884,359,NA,-0.677369637811456,0.0660543977393147
1,239.960057079792,360,NA,-0.676855895196507,-0.893323913811374
3,41.5654291510582,361,60.8025207519531,-0.676855895196507,0.119039208760155
3,32.1520748734474,362,88.1221237182617,-0.676342152581557,-0.437654539032144
1,42.1172167956829,363,NA,-0.676342152581557,-0.0554574355351466
3,53.7751141414046,364,99.1888427734375,-0.675828409966607,0.363475803602967
3,36.165203332901,365,86.06982421875,-0.675314667351657,-0.552808194984105
3,38.6493235230446,366,59.6208801269531,-0.675314667351657,-0.0300247262451431
1,44.7257858812809,367,NA,-0.674287182121757,-0.133168491699046
3,96.9819759726524,368,74.5387878417969,-0.673773439506807,-0.782409042741081
1,71.5720702409744,369,NA,-0.673773439506807,-0.685623454609679
3,108.702216565609,370,99.5931396484375,-0.673259696891857,-0.764747439067467
3,41.1994344294071,371,89.6869049072266,-0.672745954276907,0.113387495584599
3,54.7520651072264,372,69.8803634643555,-0.672745954276907,0.29706817379018
1,54.766048297286,373,NA,-0.671204726432058,0.21299894030378
3,32.5141251981258,374,96.4830627441406,-0.670690983817108,-0.425644648534087
3,40.7356319725513,375,70.34619140625,-0.670177241202158,0.0914871070293182
1,136.202980458736,376,NA,-0.669149755972258,-0.801483574708584
1,61.7845038622618,377,NA,-0.668122270742358,0.265277287177676
1,166.4165148139,378,NA,-0.667608528127408,-0.996467679265277
3,38.2154974639416,379,78.9485473632812,-0.667608528127408,-0.0321441186859767
3,47.6283729076385,380,65.9079895019531,-0.667094785512458,-0.600847756976334
3,53.1386801823974,381,64.4765777587891,-0.666581042897508,0.34369480748852
3,34.3310859203339,382,87.0696105957031,-0.666067300282558,-0.533733663016602
1,200.921906888485,383,NA,-0.665553557667609,-0.821971034969975
3,30.0682563483715,384,78.6900634765625,-0.665039815052659,-0.379018014835747
1,88.6885764598846,385,NA,-0.664526072437709,-0.581066760861886
3,29.1091025471687,386,79.5741882324219,-0.664012329822759,-0.451783821971035
1,162.213214710355,387,NA,-0.662984844592859,0.417873542917697
3,155.340192258358,388,80.5376586914062,-0.660929874133059,-0.975980219003886
3,31.5251806676388,389,92.5147552490234,-0.660929874133059,-0.412221829742141
