"coordinate_x","coordinate_y"
-0.899820190084768,-0.913811374072766
-0.899820190084768,-0.278700105969622
-0.896737734395068,-0.561992228894384
-0.894682763935268,-0.631932179441893
-0.893655278705369,-0.730837160014129
-0.893141536090419,-0.311197456729071
-0.891600308245569,-0.71388202048746
-0.891600308245569,-0.682091133874956
-0.889031595170819,-0.361356411162134
-0.88646288209607,-0.256093253267397
-0.88543539686617,-0.748498763687743
-0.88389416902132,-0.717414341222183
-0.88338042640637,-0.315436241610738
-0.88235294117647,-0.28929706817379
-0.881839198561521,-0.665135994348287
-0.879784228101721,-0.825503355704698
-0.879270485486771,-0.694101024373013
-0.874646801952222,-0.642529141646061
-0.874133059337272,-0.748498763687743
-0.873105574107372,-0.773931472977746
-0.873105574107372,-0.582479689155775
-0.873105574107372,-0.326739667961851
-0.871050603647573,-0.982338396326386
-0.868481890572823,-0.808548216178029
-0.867968147957873,-0.684916990462734
-0.867454405342923,-0.993641822677499
-0.867454405342923,-0.712469092193571
-0.866940662727973,-0.628399858707171
-0.866426920113023,-0.338749558459908
-0.861803236578474,-0.562698693041328
-0.860775751348574,-0.350759448957965
-0.859234523503725,-0.311903920876016
-0.858720780888775,-0.806428823737195
-0.858207038273825,-0.560579300600495
-0.857693295658875,-0.8382197103497
-0.857693295658875,-0.616389968209113
-0.856152067814025,-0.545743553514659
-0.853069612124326,-0.865065347933592
-0.850500899049576,-0.609325326739668
-0.849987156434626,-0.770399152243024
-0.849473413819676,-0.741434122218297
-0.848959671204726,-0.383963263864359
-0.847418443359877,-0.326739667961851
-0.845877215515027,-1
-0.845877215515027,-0.640409749205228
-0.844849730285127,-0.886965736488873
-0.844335987670177,-0.717414341222183
-0.842281017210378,-0.912398445778877
-0.841767274595428,-0.939244083362769
-0.841767274595428,-0.707523843164959
-0.839712304135628,-0.65948428117273
-0.839712304135628,-0.394560226068527
-0.838171076290778,-0.673613564111621
-0.836629848445929,-0.451783821971035
-0.836116105830979,-0.475803602967149
-0.833547392756229,-0.971034969975274
-0.833547392756229,-0.576827975980219
-0.832519907526329,-0.909572589191099
-0.83149242229643,-0.99222889438361
-0.83046493706653,0.1197456729071
-0.82789622399178,-0.617802896503002
-0.82738248137683,-0.57541504768633
-0.82738248137683,-0.414341222182974
-0.825327510917031,-0.75273754856941
-0.825327510917031,-0.607912398445779
-0.822758797842281,-0.38255033557047
-0.819676342152582,-0.598021900388555
-0.819162599537632,-0.469445425644649
-0.817107629077832,-0.663016601907453
-0.816593886462882,-0.740021193924408
-0.816080143847932,-0.658071352878841
-0.815052658618032,-0.374072765807135
-0.809401489853583,-0.362062875309078
-0.809401489853583,0.0971388202048746
-0.809401489853583,0.154362416107382
-0.808374004623684,-0.730130695867185
-0.808374004623684,-0.415754150476863
-0.807860262008734,-0.571882726951607
-0.807346519393784,-0.771812080536913
-0.806319034163884,-0.958318615330272
-0.804777806319034,-0.434122218297421
-0.803236578474184,-0.72165312610385
-0.803236578474184,-0.511126810314377
-0.801181608014385,0.131049099258213
-0.800667865399435,-0.509007417873543
-0.799126637554585,-0.458141999293536
-0.798612894939635,-0.86153302719887
-0.797071667094785,-0.511833274461321
-0.796044181864886,-0.889085128929707
-0.795016696634986,-0.533733663016602
-0.794502954020036,-0.983751324620275
-0.794502954020036,-0.488519957612151
-0.794502954020036,-0.473684210526316
-0.793475468790136,-0.999293535853055
-0.793475468790136,-0.473684210526316
-0.792961726175186,-0.762628046626634
-0.791420498330337,-0.954786294595549
-0.791420498330337,-0.560579300600495
-0.790906755715387,-0.477922995407983
-0.790393013100437,-0.957612151183327
-0.789879270485487,0.0137760508654186
-0.789365527870537,-0.702578594136348
-0.789365527870537,-0.468738961497704
-0.789365527870537,-0.446838572942423
-0.788851785255587,-0.703285058283292
-0.788851785255587,-0.42917696926881
-0.787824300025687,-0.46803249735076
-0.787310557410737,-0.47439067467326
-0.786283072180837,-0.472977746379371
-0.785769329565888,-0.376898622394913
-0.785769329565888,-0.32038149063935
-0.785255586950938,-0.785234899328859
-0.785255586950938,-0.740021193924408
-0.784741844335988,-0.553514659131049
-0.784228101721038,-0.417873542917697
-0.782173131261238,-0.663016601907453
-0.782173131261238,-0.588131402331332
-0.781659388646288,-0.671494171670788
-0.779604418186489,-0.45107735782409
-0.778576932956589,-0.506888025432709
-0.778576932956589,0.129636170964323
-0.777035705111739,-0.624867537972448
-0.776008219881839,-0.450370893677146
-0.776008219881839,-0.435535146591311
-0.77343950680709,-0.506888025432709
-0.77189827896224,-0.427057576827976
-0.77087079373234,-0.664429530201342
-0.76984330850244,-0.842458495231367
-0.76932956588749,-0.516072059342988
-0.767788338042641,-0.99222889438361
-0.767788338042641,-0.425644648534087
-0.765733367582841,-0.663723066054398
-0.765219624967891,-0.862945955492759
-0.765219624967891,-0.598021900388555
-0.764705882352941,-0.39809254680325
-0.763678397123041,-0.820558106676086
-0.763164654508091,-0.785941363475804
-0.762137169278192,-0.151536559519604
-0.761623426663242,-0.348640056517132
-0.760082198818392,-0.666548922642176
-0.759568456203442,0.0780642882373719
-0.759054713588492,0.209466619569057
-0.758540970973542,-0.911691981631932
-0.758027228358592,-0.564111621335217
-0.757513485743642,0.0759448957965383
-0.755972257898793,-0.66089720946662
-0.755458515283843,0.095019427764041
-0.754944772668893,0.32815259625574
-0.752376059594143,0.179088661250441
-0.750321089134344,-0.629106322854115
-0.749293603904444,-0.660190745319675
-0.748779861289494,-0.797244789826916
-0.748779861289494,-0.743553514659131
-0.748779861289494,-0.672907099964677
-0.747752376059594,-0.632638643588838
-0.747752376059594,-0.594489579653833
-0.746724890829694,-0.648887318968562
-0.746211148214744,-0.477216531261038
-0.744156177754945,-0.781702578594136
-0.744156177754945,0.0250794772165313
-0.743642435139995,0.107735782409043
-0.742614949910095,0.0773578240904274
-0.742101207295145,-0.013069586718474
-0.739532494220396,0.0674673260332037
-0.739018751605446,-0.415754150476863
-0.739018751605446,0.184740374425998
-0.738505008990496,-0.835393853761922
-0.737991266375546,-0.79159307665136
-0.737991266375546,-0.696220416813847
-0.737991266375546,-0.463793712469092
-0.735422553300796,-0.372659837513246
-0.735422553300796,0.0780642882373719
-0.734395068070896,0.113387495584599
-0.733881325455947,-0.90038855528082
-0.733881325455947,-0.761921582479689
-0.733367582840997,-0.52878841398799
-0.733367582840997,-0.477216531261038
-0.732340097611097,-0.472977746379371
-0.731826354996147,-0.867184740374426
-0.731826354996147,0.121158601200989
-0.731312612381197,-0.433415754150477
-0.730798869766247,-0.684916990462734
-0.730798869766247,0.013069586718474
-0.729771384536347,0.0794772165312609
-0.729257641921397,-0.426351112681031
-0.727716414076548,-0.890498057223596
-0.726688928846648,-0.027198869657365
-0.726175186231698,-0.461674320028259
-0.724633958386848,0.0448604733309783
-0.724120215771898,-0.46026139173437
-0.724120215771898,0.337336630166019
-0.723606473156948,-0.837513246202755
-0.723606473156948,-0.777463793712469
-0.722578987927049,0.339456022606853
-0.721551502697149,0.266690215471565
-0.720524017467249,-0.723066054397739
-0.720524017467249,-0.455316142705758
-0.719496532237349,-0.824796891557753
-0.719496532237349,0.407983044860473
-0.718469047007449,-0.461674320028259
-0.718469047007449,0.339456022606853
-0.717955304392499,-0.652419639703285
-0.717955304392499,-0.565524549629106
-0.717955304392499,-0.453196750264924
-0.717955304392499,0.287177675732956
-0.7169278191626,-0.314729777463794
-0.71641407654765,-0.441893323913811
-0.7159003339327,-0.459554927587425
-0.7148728487028,0.331684916990463
-0.71435910608785,-0.817025785941363
-0.71435910608785,-0.625574002119393
-0.7138453634729,-0.501236312257153
-0.7138453634729,-0.437654539032144
-0.7138453634729,0.34369480748852
-0.71333162085795,-0.733663016601907
-0.71333162085795,-0.448251501236312
-0.712817878243,0.345107735782409
-0.71230413562805,-0.302013422818792
-0.7117903930131,-0.0667608618862593
-0.709221679938351,-0.313316849169905
-0.708707937323401,0.0498057223595902
-0.708707937323401,0.130342635111268
-0.708194194708451,0.0914871070293182
-0.707680452093501,-0.710349699752738
-0.707166709478551,-0.496291063228541
-0.706652966863601,-0.445425644648534
-0.706139224248651,-0.442599788060756
-0.705625481633702,-0.393853761921583
-0.704084253788852,0.193217944189332
-0.703056768558952,-0.687742847050512
-0.702029283329052,-0.696220416813847
-0.701515540714102,-0.964676792652773
-0.700488055484202,-0.792299540798304
-0.700488055484202,-0.285764747439067
-0.699974312869252,-0.524549629106323
-0.699460570254303,-0.701872129989403
-0.698946827639353,-0.72165312610385
-0.698946827639353,-0.6827975980219
-0.697405599794503,-0.65312610385023
-0.697405599794503,-0.556340515718827
-0.696891857179553,-0.0158954433062523
-0.696891857179553,0.0222536206287531
-0.696891857179553,0.282938890851289
-0.695864371949653,0.407276580713529
-0.694836886719753,-0.446132108795479
-0.693809401489854,-0.360649947015189
-0.693809401489854,0.270929000353232
-0.693295658874904,0.358530554574355
-0.692781916259954,-0.807841752031084
-0.692781916259954,-0.545037089367715
-0.691754431030054,-0.926527728717768
-0.691240688415104,-0.42140586365242
-0.691240688415104,0.129636170964323
-0.690213203185204,-0.625574002119393
-0.689699460570254,-0.415754150476863
-0.688158232725405,-0.426351112681031
-0.687644490110455,0.0554574355351465
-0.687130747495505,-0.62204168138467
-0.687130747495505,0.359943482868244
-0.686617004880555,-0.701165665842459
-0.686617004880555,-0.614977039915224
-0.686103262265605,-0.0236665489226422
-0.685589519650655,-0.112681031437655
-0.684562034420755,-0.543624161073825
-0.684048291805805,-0.0257859413634758
-0.683534549190855,0.08866125044154
-0.683020806575905,-0.138820204874603
-0.682507063960956,-0.408689509007418
-0.682507063960956,0.383256799717414
-0.681479578731056,-0.829742140586365
-0.681479578731056,-0.0293182620981985
-0.680965836116106,-0.523843164959378
-0.680965836116106,-0.420699399505475
-0.680452093501156,-0.7605086541858
-0.680452093501156,-0.586012009890498
-0.679938350886206,-0.46661956905687
-0.679938350886206,-0.109148710702932
-0.678910865656306,-0.768986223949135
-0.677883380426406,0.173436948074885
-0.677369637811456,0.0660543977393147
-0.676855895196507,-0.893323913811374
-0.676855895196507,0.119039208760155
-0.676342152581557,-0.437654539032144
-0.676342152581557,-0.0554574355351466
-0.675828409966607,0.363475803602967
-0.675314667351657,-0.552808194984105
-0.675314667351657,-0.0300247262451431
-0.674287182121757,-0.133168491699046
-0.673773439506807,-0.782409042741081
-0.673773439506807,-0.685623454609679
-0.673259696891857,-0.764747439067467
-0.672745954276907,0.113387495584599
-0.672745954276907,0.29706817379018
-0.671204726432058,0.21299894030378
-0.670690983817108,-0.425644648534087
-0.670177241202158,0.0914871070293182
-0.669149755972258,-0.801483574708584
-0.668122270742358,0.265277287177676
-0.667608528127408,-0.996467679265277
-0.667608528127408,-0.0321441186859767
-0.667094785512458,-0.600847756976334
-0.666581042897508,0.34369480748852
-0.666067300282558,-0.533733663016602
-0.665553557667609,-0.821971034969975
-0.665039815052659,-0.379018014835747
-0.664526072437709,-0.581066760861886
-0.664012329822759,-0.451783821971035
-0.662984844592859,0.417873542917697
-0.660929874133059,-0.975980219003886
-0.660929874133059,-0.412221829742141
-0.660929874133059,-0.0561638996820911
-0.660416131518109,-0.610031790886613
-0.660416131518109,0.0992582126457082
-0.65990238890316,0.169198163193218
-0.65938864628821,0.153655951960438
-0.65887490367326,-0.608618862592723
-0.65887490367326,-0.0342635111268104
-0.65887490367326,0.419286471211586
-0.65681993321346,-0.943482868244437
-0.65681993321346,-0.763334510773578
-0.65681993321346,-0.504768632991876
-0.65579244798356,0.314023313316849
-0.65527870536861,-0.621335217237725
-0.65527870536861,0.355704697986577
-0.65476496275366,0.424231720240198
-0.650655021834061,-0.475803602967149
-0.649627536604161,0.392440833627693
-0.649113793989211,0.294242317202402
-0.648600051374262,-0.944895796538326
-0.648600051374262,0.0441540091840338
-0.648600051374262,0.323207347227128
-0.648086308759312,0.326033203814906
-0.647572566144362,-0.681384669728011
-0.647572566144362,0.153655951960438
-0.647058823529412,0.257506181561286
-0.646031338299512,-0.385376192158248
-0.646031338299512,0.357824090427411
-0.645003853069612,0.3592370187213
-0.644490110454662,-0.436241610738255
-0.642948882609812,0.313316849169905
-0.641921397379913,-0.515365595196044
-0.641921397379913,-0.484987636877429
-0.640893912150013,-0.924408336276934
-0.640380169535063,-0.370540445072413
-0.640380169535063,0.333804309431296
-0.639866426920113,0.15083009537266
-0.639352684305163,0.361356411162133
-0.637811456460313,0.239844577887672
-0.637811456460313,0.333804309431296
-0.637297713845363,0.153655951960438
-0.636783971230414,-0.826916283998587
-0.636270228615464,-0.490639350052985
-0.636270228615464,-0.434122218297421
-0.636270228615464,-0.402331331684917
-0.635756486000514,0.114800423878488
-0.633701515540714,0.0490992582126457
-0.632674030310814,-0.651006711409396
-0.631646545080914,-0.379724478982692
-0.631646545080914,-0.34369480748852
-0.631132802465965,0.0307311903920875
-0.631132802465965,0.0709996467679266
-0.629591574621115,-0.193924408336277
-0.629591574621115,-0.0660543977393148
-0.629591574621115,0.400211939244083
-0.629077832006165,-0.485694101024373
-0.628564089391215,0.288590604026846
-0.627022861546365,0.116213352172377
-0.626509118931415,0.0900741787354291
-0.624967891086566,-0.0999646767926528
-0.624967891086566,-0.037795831861533
-0.624967891086566,0.256799717414341
-0.623426663241716,0.0540445072412574
-0.622912920626766,0.0936064994701518
-0.621371692781916,0.220063581773225
-0.620857950166966,-0.745672907099965
-0.620344207552016,-0.824796891557753
-0.620344207552016,-0.420699399505475
-0.619830464937067,0.0448604733309783
-0.618802979707167,-0.439067467326033
-0.618289237092217,0.238431649593783
-0.616748009247367,-0.999293535853055
-0.614693038787567,-0.76827975980219
-0.614693038787567,-0.324620275521017
-0.614693038787567,-0.152243023666549
-0.613665553557668,-0.68421052631579
-0.613665553557668,0.345814199929354
-0.612638068327768,-0.0434475450370894
-0.612124325712818,-0.41363475803603
-0.612124325712818,0.206640762981279
-0.611610583097868,-0.681384669728011
-0.611610583097868,0.233486400565171
-0.611096840482918,0.331684916990463
-0.610069355253018,-0.949134581419993
-0.610069355253018,-0.0420346167432003
-0.610069355253018,0.0385022960084775
-0.609555612638068,-0.655951960438008
-0.609555612638068,-0.0257859413634758
-0.609555612638068,0.0448604733309783
-0.608528127408169,-0.410808901448252
-0.608528127408169,-0.399505475097139
-0.608014384793219,0.140939597315436
-0.607500642178269,-0.564818085482162
-0.606986899563319,0.358530554574355
-0.606473156948369,0.0151889791593076
-0.605959414333419,0.350052984811021
-0.605445671718469,-0.844577887672201
-0.605445671718469,-0.518191451783822
-0.604931929103519,-0.641822677499117
-0.604931929103519,-0.317555634051572
-0.604418186488569,-0.780289650300247
-0.604418186488569,-0.777463793712469
-0.603904443873619,0.070293182620982
-0.60287695864372,0.037795831861533
-0.60287695864372,0.0427410808901447
-0.60236321602877,-0.164252914164606
-0.60184947341382,-0.583892617449664
-0.60184947341382,-0.355704697986577
-0.60082198818392,-0.327446132108795
-0.60030824556897,-0.636170964323561
-0.59928076033907,-0.0144825150123632
-0.59876701772412,0.0844224655598729
-0.59722578987927,-0.957612151183327
-0.59722578987927,-0.877781702578594
-0.594657076804521,-0.00812433768986232
-0.594657076804521,0.357117626280466
-0.594657076804521,0.453903214411869
-0.593629591574621,-0.897562698693041
-0.592602106344721,-0.0208406923348641
-0.592602106344721,0.716001412928294
-0.592088363729771,-0.513952666902155
-0.592088363729771,0.63617096432356
-0.591574621114821,0.693394560226068
-0.591060878499872,0.0385022960084775
-0.591060878499872,0.692688096079124
-0.590547135884922,-0.991522430236666
-0.590547135884922,-0.583892617449664
-0.590547135884922,0.037795831861533
-0.590547135884922,0.691981631932179
-0.589005908040072,-0.465206640762981
-0.589005908040072,-0.451783821971035
-0.589005908040072,-0.378311550688803
-0.588492165425122,-0.54433062522077
-0.587464680195222,-0.0166019074531968
-0.587464680195222,0.407276580713529
-0.586437194965322,-0.0328505828329213
-0.585923452350372,0.142352525609325
-0.584895967120473,0.0646414694454256
-0.583868481890573,0.222182974214059
-0.582840996660673,-0.324620275521017
-0.582840996660673,0.0596962204168139
-0.582840996660673,0.246909219357118
-0.581813511430773,-0.480748851995761
-0.580786026200873,-0.0279053338043095
-0.579758540970974,-0.829742140586365
-0.579758540970974,0.410808901448251
-0.579244798356024,0.0964323560579301
-0.579244798356024,0.347933592370187
-0.578731055741074,0.475803602967149
-0.578217313126124,0.0356764394206994
-0.578217313126124,0.0660543977393147
-0.576676085281274,-0.681384669728011
-0.576676085281274,0.340868950900742
-0.576676085281274,0.348640056517132
-0.576676085281274,0.691981631932179
-0.575648600051374,0.0943129636170963
-0.574621114821474,-0.773225008830802
-0.574107372206525,0.345107735782409
-0.573593629591575,-0.542917696926881
-0.573593629591575,-0.400918403391028
-0.573079886976625,0.689862239491346
-0.572566144361675,0.43553514659131
-0.571538659131775,-0.737901801483575
-0.571538659131775,-0.586718474037443
-0.571538659131775,0.254680324973507
-0.570511173901875,-0.842458495231367
-0.570511173901875,-0.588131402331332
-0.569997431286925,0.414341222182974
-0.569483688671975,0.692688096079124
-0.568969946057025,-0.35146591310491
-0.568969946057025,0.237018721299894
-0.568456203442075,-0.841752031084422
-0.567428718212176,-0.703991522430237
-0.567428718212176,-0.0427410808901448
-0.567428718212176,0.0646414694454256
-0.566914975597226,-0.600141292829389
-0.566914975597226,-0.028611797951254
-0.566401232982276,0.0243730130695867
-0.565887490367326,-0.0787707523843165
-0.565373747752376,0.384669728011303
-0.565373747752376,0.481455316142706
-0.564860005137426,-0.962557400211939
-0.564346262522476,-0.347227128223243
-0.564346262522476,0.0604026845637584
-0.564346262522476,0.0695867184740373
-0.564346262522476,0.294948781349347
-0.564346262522476,0.327446132108795
-0.563318777292576,-0.871423525256093
-0.563318777292576,-0.0462734016248676
-0.562805034677627,0.341575415047686
-0.562291292062677,-0.870010596962204
-0.562291292062677,-0.696926880960791
-0.562291292062677,-0.594489579653833
-0.562291292062677,-0.31261038502296
-0.562291292062677,-0.302719886965736
-0.562291292062677,-0.0519251148004239
-0.562291292062677,0.00883080183680685
-0.562291292062677,0.412928293889085
-0.561777549447727,0.0137760508654186
-0.561777549447727,0.229247615683504
-0.561263806832777,0.583892617449664
-0.560750064217827,-0.340162486753797
-0.560750064217827,0.665135994348287
-0.560236321602877,0.0667608618862592
-0.559208836372977,0.0173083716001412
-0.558695093758027,0.0427410808901447
-0.558695093758027,0.410102437301307
-0.558181351143077,-0.304132815259626
-0.558181351143077,0.625574002119392
-0.558181351143077,0.639703285058283
-0.558181351143077,0.663016601907453
-0.557667608528127,-0.0674673260332038
-0.557667608528127,0.418580007064641
-0.557153865913178,0.417873542917697
-0.556640123298228,0.264570823030731
-0.556640123298228,0.499116919816319
-0.556126380683278,-0.379724478982692
-0.555612638068328,-0.96114447191805
-0.555612638068328,-0.0893677145884847
-0.555612638068328,-0.0646414694454257
-0.555612638068328,0.339456022606853
-0.555098895453378,0.00529848110208397
-0.555098895453378,0.666548922642176
-0.554585152838428,-0.971741434122218
-0.554071410223478,0.42140586365242
-0.553043924993578,-0.1197456729071
-0.552530182378628,-0.458141999293536
-0.551502697148728,0.00953726598375138
-0.550475211918829,0.734369480748852
-0.549961469303879,0.686329918756623
-0.548420241459029,-0.673613564111621
-0.548420241459029,0.206640762981279
-0.548420241459029,0.547862945955493
-0.547906498844079,0.498410455669375
-0.546879013614179,-0.0575768279759803
-0.546879013614179,0.694807488519958
-0.546365270999229,0.632638643588838
-0.54585152838428,-0.902507947721653
-0.54585152838428,-0.827622748145532
-0.54482404315438,-0.867184740374426
-0.54482404315438,-0.52878841398799
-0.54431030053943,-0.0547509713882021
-0.54431030053943,0.334510773578241
-0.54431030053943,0.557046979865772
-0.54276907269458,-0.789473684210526
-0.54276907269458,-0.0250794772165313
-0.54276907269458,0.282232426704345
-0.54225533007963,-0.89120452137054
-0.54225533007963,-0.849523136700812
-0.54225533007963,-0.836806782055811
-0.54225533007963,-0.397386082656305
-0.54225533007963,0.0957258919109856
-0.54225533007963,0.572589191098552
-0.54174158746468,-0.819145178382197
-0.54122784484973,-0.632638643588838
-0.54122784484973,-0.309784528435182
-0.54122784484973,0.425644648534087
-0.54071410223478,-0.547156481808548
-0.54071410223478,0.699046273401625
-0.54020035961983,-0.475097138820205
-0.54020035961983,-0.0695867184740375
-0.539686617004881,-0.78382197103497
-0.539686617004881,0.541504768632992
-0.539172874389931,-0.9222889438361
-0.538145389160031,-0.759095725891911
-0.538145389160031,0.412928293889085
-0.537631646545081,0.59095725891911
-0.537117903930131,-0.654539032144119
-0.537117903930131,0.432002825856588
-0.537117903930131,0.488519957612151
-0.536604161315181,-0.847403744259979
-0.535576676085281,-0.951253973860827
-0.535062933470331,-0.410102437301307
-0.535062933470331,0.155068880254327
-0.535062933470331,0.238431649593783
-0.534549190855381,-0.927940657011657
-0.534549190855381,0.241963970328506
-0.534549190855381,0.330978452843518
-0.534549190855381,0.336630166019074
-0.533521705625482,-0.44471918050159
-0.533521705625482,-0.314023313316849
-0.533521705625482,0.246202755210173
-0.533521705625482,0.344401271635465
-0.533521705625482,0.357117626280466
-0.533521705625482,0.365595196043801
-0.533007963010532,-0.988696573648887
-0.532494220395582,0.361356411162133
-0.532494220395582,0.674320028258566
-0.531466735165682,-0.987990109501943
-0.531466735165682,-0.719533733663017
-0.531466735165682,0.340162486753797
-0.531466735165682,0.388202048746026
-0.531466735165682,0.529494878134935
-0.530952992550732,-0.314729777463794
-0.530439249935782,-0.96114447191805
-0.529925507320832,0.00741787354291756
-0.529411764705882,-0.86153302719887
-0.528898022090933,-0.643235605793006
-0.528384279475983,0.485694101024373
-0.528384279475983,0.576121511833274
-0.527870536861033,-0.927940657011657
-0.527870536861033,-0.533733663016602
-0.527870536861033,0.330978452843518
-0.527356794246083,0.08089014482515
-0.527356794246083,0.0992582126457082
-0.526843051631133,0.26598375132462
-0.526843051631133,0.293535853055457
-0.526329309016183,-0.0264924055104204
-0.525301823786283,-0.696220416813847
-0.525301823786283,0.102084069233486
-0.524788081171333,-0.111268103143765
-0.524274338556383,-0.785941363475804
-0.523246853326483,-0.451783821971035
-0.522733110711534,-0.45107735782409
-0.522733110711534,-0.0328505828329213
-0.522219368096584,-0.354291769692688
-0.522219368096584,0.197456729071
-0.522219368096584,0.292122924761568
-0.522219368096584,0.477922995407983
-0.522219368096584,0.66725538678912
-0.521191882866684,-0.461674320028259
-0.520678140251734,0.579653832567997
-0.520164397636784,0.198163193217944
-0.520164397636784,0.311903920876015
-0.520164397636784,0.538678912045214
-0.519650655021834,-0.686329918756623
-0.519136912406884,0.0123631225715295
-0.518623169791934,0.521723772518545
-0.518109427176984,-0.396679618509361
-0.518109427176984,0.460261391734369
-0.518109427176984,0.489226421759096
-0.517595684562034,-0.453903214411869
-0.517595684562034,0.352878841398799
-0.517081941947084,0.484987636877428
-0.516568199332135,0.652419639703285
-0.516568199332135,0.669374779229954
-0.515540714102235,0.325326739667962
-0.514513228872335,-0.340868950900742
-0.513999486257385,-0.372659837513246
-0.513999486257385,0.298481102084069
-0.513999486257385,0.321794418933239
-0.513999486257385,0.666548922642176
-0.513485743642435,-0.0801836806782056
-0.512972001027485,-0.286471211586012
-0.512972001027485,0.0137760508654186
-0.512972001027485,0.45107735782409
-0.512458258412535,-0.491345814199929
-0.512458258412535,0.441186859766867
-0.511944515797585,0.270929000353232
-0.511944515797585,0.330271988696574
-0.511430773182636,-0.995054750971388
-0.510917030567686,-0.829035676439421
-0.510403287952736,0.400211939244083
-0.510403287952736,0.493465206640763
-0.510403287952736,0.593783115506888
-0.509889545337786,0.322500883080184
-0.508348317492936,-0.0561638996820911
-0.508348317492936,0.296361709643236
-0.508348317492936,0.667961850936065
-0.508348317492936,0.679265277287178
-0.507834574877986,-0.779583186153303
-0.506807089648086,-0.602260685270223
-0.506807089648086,-0.37477922995408
-0.506807089648086,0.156481808548216
-0.506293347033136,-0.960438007771106
-0.506293347033136,0.709643235605793
-0.505779604418186,-0.604380077711056
-0.505779604418186,0.0413281525962557
-0.505779604418186,0.223595902507948
-0.505779604418186,0.542917696926881
-0.505265861803237,-0.323207347227128
-0.505265861803237,0.439773931472978
-0.505265861803237,0.596608972094666
-0.504752119188287,-0.479335923701872
-0.504752119188287,-0.332391381137407
-0.504752119188287,-0.121865065347934
-0.504752119188287,-0.00741787354291767
-0.503724633958387,-0.874955845990816
-0.503724633958387,-0.646061462380784
-0.503724633958387,-0.00600494524902861
-0.503210891343437,-0.787354291769693
-0.502697148728487,-0.853055457435535
-0.502697148728487,0.0978452843518192
-0.502697148728487,0.285058283292123
-0.501669663498587,-0.587424938184387
-0.501669663498587,0.393853761921583
-0.501669663498587,0.454609678558813
-0.501155920883637,0.420699399505475
-0.501155920883637,0.560579300600494
-0.499100950423838,-0.777463793712469
-0.499100950423838,-0.326033203814906
-0.498587207808888,0.470151889791593
-0.497559722578988,-0.925821264570823
-0.497559722578988,-0.352172377251854
-0.497559722578988,0.438361003179089
-0.497045979964038,-0.81490639350053
-0.497045979964038,-0.514659131049099
-0.497045979964038,0.537265983751325
