"Degrees","Accessibility","node_ID"
1,300.698956504464,282
3,285.964814677835,283
3,281.370020639151,284
3,262.493573706597,285
1,490.585117828101,286
1,360.448047176003,287
3,361.341088436544,288
1,384.557847063988,289
3,235.555578246713,290
3,305.623626600951,291
3,305.764262359589,292
3,365.848319094628,293
1,392.545230053365,294
3,264.741120737046,295
1,330.234874170274,296
3,264.371356409043,297
3,404.677925597876,298
1,370.729796927422,299
1,338.44530697912,300
1,340.702469907701,301
3,328.949335854501,302
1,313.871772211045,303
3,338.721621714532,304
1,303.978592645377,305
3,315.348180495203,306
1,415.963516723365,307
1,342.657615672797,308
3,283.034027352929,309
3,283.031532537192,310
3,315.739234171808,311
1,354.848060213029,312
1,339.524475179613,313
1,298.125031720847,314
3,324.618336878717,315
3,334.384435258806,316
1,289.472909703851,317
3,347.839082859457,318
1,368.292647562921,319
1,271.136345639825,320
3,259.61004140228,321
3,283.501215558499,322
3,253.315044920892,323
3,264.227494757622,324
3,308.877492152154,325
1,342.415670111775,326
1,299.892213121057,327
3,323.417754843831,328
3,274.846237432212,329
1,311.03743006289,330
3,259.504331033677,331
3,302.662328325212,332
3,335.927243076265,333
3,255.894189856946,334
3,307.354359470308,335
1,292.901472114027,336
3,303.959029391408,337
3,257.635831873864,338
1,338.932765524834,339
3,298.406985800713,340
2,310.367112830281,341
3,274.561356797814,342
3,343.290359161794,343
1,280.40615542978,344
1,276.800097864121,345
3,317.526960175484,346
3,381.640297017992,347
1,298.411824956536,348
1,281.667140584439,349
1,251.15567843616,350
3,318.265346538275,351
1,386.649938188493,352
1,347.018455885351,353
3,296.275292649865,354
3,272.25957370922,355
3,322.069476168603,356
3,299.03544588387,357
1,308.490584932268,358
1,295.323385491967,359
1,322.568298142403,360
3,272.952114682645,361
3,293.383407197893,362
3,249.571362040937,363
3,293.03948296234,364
3,250.288496814668,365
3,218.321358367801,366
3,233.601320765913,367
3,220.941591277719,368
1,305.271977316588,369
1,325.768653586507,370
3,301.169741950929,371
1,283.661777269095,372
3,334.070275507867,373
1,330.993593793362,374
1,336.818656884134,375
3,270.737362485379,376
3,291.464085590094,377
3,258.273583929986,378
3,219.966353192925,379
3,301.193100553006,380
3,251.240396063775,381
3,252.480612836778,382
2,267.956706210971,383
2,262.118173763156,384
3,269.43897248432,385
1,322.471772711724,386
3,297.98493822664,387
3,243.867570441216,388
1,296.11963320896,389
1,337.55534093082,390
3,256.370114013553,391
1,295.891023200005,392
1,299.924174509943,393
3,265.509956613183,394
3,334.446913383901,395
3,310.364891134202,396
1,337.145669236779,397
3,251.539197131991,398
1,291.246706262231,399
3,279.530299440026,400
3,215.383064769208,401
3,247.953206580132,402
3,277.065037027001,403
1,400.207276385278,404
1,281.57088162005,405
1,381.799843829125,406
3,332.305533789098,407
1,256.815928500146,408
1,311.396925531328,409
3,230.634673282504,410
3,290.663211904466,411
3,214.100981399417,412
1,300.124514773488,413
3,304.095454704016,414
1,319.791975539178,415
3,216.789697185159,416
3,245.925256770104,417
3,240.967601817101,418
3,213.839786067605,419
1,328.823468696326,420
1,274.39231113717,421
3,295.617696009576,422
3,214.647543989122,423
3,365.650235217065,424
1,348.528621576726,425
3,329.776798151433,426
1,263.074432455003,427
3,265.684155952185,428
1,290.581272166222,429
1,281.667001262307,430
3,226.731283351779,431
3,224.099066898227,432
3,218.521349593997,433
3,283.750183593482,434
3,298.245459161699,435
1,277.552793040872,436
3,284.381807845086,437
3,351.415555041283,438
1,291.647716056556,439
3,276.544665854424,440
1,311.582069121301,441
1,303.06416560337,442
1,441.901152990758,443
3,276.910316001624,444
1,347.523110579699,445
3,286.25645121187,446
3,324.438711069524,447
3,289.044192992151,448
1,283.735591612756,449
3,257.312134042382,450
3,236.002759471536,451
1,309.859119217843,452
3,275.69789795205,453
1,358.275350473821,454
3,272.68409518525,455
1,262.784215908498,456
3,247.849369302392,457
1,382.668092262,458
1,267.304535470903,459
3,330.320689391345,460
3,250.498987775296,461
3,346.939302559942,462
3,210.117236152291,463
3,252.055697999895,464
1,353.669952031225,465
3,248.865238171071,466
3,233.744289439172,467
1,319.31612373516,468
3,298.698472511023,469
3,266.366061888635,470
3,243.410225167871,471
1,292.417549621314,472
3,264.573196254671,473
1,298.99417636916,474
1,436.464818593115,475
3,209.405812695622,476
3,318.492525290698,477
2,359.133432578295,478
3,265.078351777047,479
1,330.849298380315,480
3,278.05157431215,481
1,293.494726222008,482
3,224.297401510179,483
1,279.738928090781,484
3,319.486961267889,485
1,279.48595784232,486
3,252.487483721226,487
3,277.470868311822,488
3,249.583801351488,489
3,262.0848265104,490
1,309.642506133765,491
1,295.28978298232,492
3,240.563903789967,493
1,269.8222348243,494
2,238.799528852105,495
3,360.917481258512,496
1,430.03673632443,497
1,295.331290923059,498
3,262.647159378976,499
1,339.91468603909,500
3,216.803789570928,501
3,252.020582996309,502
3,333.206593349576,503
3,261.950833063573,504
1,274.502999644727,505
3,253.388116877526,506
1,342.652784463018,507
1,335.253425560892,508
3,234.426145806909,509
1,351.738188408315,510
1,297.682682231069,511
1,286.234101336449,512
3,236.807567100972,513
3,273.85693122074,514
3,232.996089234948,515
3,275.031147491187,516
3,260.41225753352,517
3,305.600319698453,518
3,270.124275457114,519
3,267.921504747123,520
3,252.25007487461,521
3,325.543323121965,522
3,270.69745799154,523
3,260.376597892493,524
1,256.488489344716,525
3,270.828841041774,526
3,264.927895080298,527
3,244.04079059884,528
1,241.846117451787,529
1,276.443283867091,530
1,386.332067154348,531
1,352.321822043508,532
1,336.642864417285,533
1,336.781505666673,534
3,325.200718041509,535
3,326.536254011095,536
1,363.041034661233,537
1,336.784176908433,538
1,354.328569553792,539
3,213.157369695604,540
3,246.644790366292,541
3,318.819452475756,542
3,225.664103761315,543
3,281.731069754809,544
3,274.885965779424,545
3,225.284625247121,546
3,298.35514446348,547
1,275.287954371423,548
3,206.474760137498,549
3,342.76859869808,550
3,280.113974999636,551
3,208.44684227556,552
1,301.29116101563,553
1,274.268953900784,554
3,224.937931101769,555
3,307.449566744268,556
3,256.538355451077,557
3,278.369996145368,558
3,223.959563210607,559
3,278.396743368357,560
1,271.46749266237,561
1,325.890664648265,562
3,328.027677677572,563
2,272.230412080884,564
3,224.259513359517,565
3,266.819405630231,566
3,219.61985822022,567
3,314.406271599233,568
3,247.168349754065,569
3,309.740605972707,570
3,268.438864789903,571
1,347.094481300563,572
3,257.647879134864,573
3,306.239333532751,574
3,232.73367471993,575
3,317.879068516195,576
1,293.138846259564,577
1,349.217945896089,578
3,207.886621668935,579
3,272.436647132039,580
3,218.536574795842,581
1,289.391913753003,582
3,201.538474038243,583
3,297.563045166433,584
1,335.64163031429,585
3,313.872960112989,586
1,361.199146412313,587
3,253.944243770093,588
3,305.834321044385,589
3,206.032858803868,590
1,280.312814246863,591
3,282.019376717508,592
3,261.681065402925,593
3,206.737218931317,594
1,239.977378323674,595
1,278.638853743672,596
3,260.047801695764,597
3,248.462901189923,598
3,215.914252951741,599
3,246.102309476584,600
3,278.174829147756,601
1,281.867705903947,602
3,226.876070104539,603
3,269.486684393138,604
2,231.996187768877,605
3,253.908292070031,606
3,259.406220689416,607
3,237.835961423814,608
3,232.573976591229,609
3,222.596045356244,610
1,306.414225064218,611
3,303.638705991209,612
3,263.529157601297,613
1,371.189758416265,614
1,306.667641039938,615
1,360.008306287229,616
3,324.916456006467,617
1,318.136207781732,618
1,292.510068140924,619
3,199.868560269475,620
1,235.311709836125,621
3,296.273912977427,622
3,255.482470374554,623
3,211.159866049886,624
3,221.708666663617,625
1,319.748607300222,626
3,299.963227525353,627
3,331.52766623348,628
3,277.833169184625,629
1,259.810592036694,630
3,248.779593002051,631
3,255.656795702875,632
3,290.920296154916,633
3,216.105663493276,634
1,336.067547939718,635
1,340.686536930501,636
3,331.991162892431,637
1,316.737546082586,638
3,202.32025488466,639
3,210.005836091936,640
3,264.157332282513,641
1,306.186055433005,642
3,266.534821104258,643
1,411.906980153173,644
1,405.629331670702,645
3,265.725042007864,646
3,265.874609194696,647
1,297.37934871763,648
3,198.212559178472,649
3,307.941831789911,650
3,277.19514413923,651
3,264.933625184,652
3,281.646070562303,653
3,254.229329191148,654
1,296.8626094684,655
3,257.248286686838,656
3,302.865591164678,657
1,417.390067782253,658
1,309.679437886924,659
3,204.449745610356,660
1,279.551604352891,661
1,348.926115773618,662
3,205.969034269452,663
3,243.833553802222,664
3,203.773219302297,665
3,260.110259614885,666
3,204.827678762376,667
3,200.598688207567,668
1,258.941352378577,669
3,271.335763227195,670
1,302.898965798318,671
3,216.950135067105,672
1,286.822099518031,673
1,319.69836755842,674
3,207.86744530499,675
3,321.713586471975,676
1,341.529890500009,677
3,215.724585846066,678
3,237.876451741904,679
1,254.278608661145,680
2,333.763598106802,681
3,265.784880958498,682
3,252.045298419893,683
1,227.531779006124,684
3,346.442375801504,685
1,381.863842125982,686
3,248.006277285516,687
3,252.38318021223,688
3,231.540189128369,689
3,303.866144917905,690
3,288.11772724241,691
3,216.652793269604,692
3,324.448851071298,693
3,257.359005771577,694
3,250.231580566615,695
3,200.899586871266,696
3,246.956703864038,697
1,284.222431980073,698
1,256.610417138785,699
1,389.810379646719,700
1,280.908649168909,701
3,194.520701125264,702
1,306.30817533657,703
3,257.513374052942,704
1,320.310975622386,705
3,275.851623497903,706
3,301.417934857309,707
3,276.783096395433,708
3,289.649590276182,709
1,377.297542534769,710
3,351.73447811231,711
3,235.52360964939,712
1,311.799021434039,713
3,294.801726303995,714
3,225.733279310167,715
3,235.408413015306,716
3,248.569010697305,717
1,372.625680696219,718
3,225.92488751933,719
3,231.576527368277,720
1,266.743979416788,721
1,246.522516153753,722
3,236.161183904856,723
3,288.614634536207,724
3,229.344360433519,725
1,265.828952632844,726
3,262.36947126314,727
3,262.194984517992,728
3,246.173667274415,729
3,211.849355183542,730
3,253.347360931337,731
3,246.407188855112,732
3,231.32692123577,733
1,263.374358139932,734
3,195.328949168324,735
3,245.405727945268,736
3,213.020838122815,737
3,292.610652647913,738
1,264.431230030954,739
3,227.822282325476,740
1,269.898899327964,741
1,296.982636164874,742
1,310.971456848085,743
3,288.769533824176,744
3,259.50305172056,745
1,316.078822813928,746
3,226.007530044764,747
1,341.195888396353,748
3,256.218971692026,749
3,299.594404242933,750
1,324.264886461198,751
3,223.555441390723,752
3,245.429933320731,753
1,324.252149544656,754
3,247.696745749563,755
3,236.685775719583,756
3,189.942530825734,757
1,263.174912057817,758
3,193.389556013048,759
3,189.836030803621,760
3,265.804137192667,761
1,397.922391619533,762
3,252.182941686362,763
3,259.252870164812,764
1,271.31344743818,765
1,263.246273361146,766
3,253.467882048339,767
3,194.16783054918,768
3,207.611117444932,769
3,221.082975875586,770
3,249.406569194049,771
3,281.436131559312,772
3,316.139112435281,773
3,238.12135168165,774
1,263.169205628335,775
3,295.882832609117,776
3,261.665829058737,777
3,261.473364721984,778
3,248.485224258155,779
3,238.875062547624,780
3,218.419911872596,781
3,251.418092690408,782
1,252.107440248132,783
3,237.65663870424,784
3,217.350228797644,785
3,193.079711399972,786
3,216.387018274516,787
3,234.443222723901,788
1,216.822537504137,789
3,208.460062842816,790
3,208.351233802736,791
3,275.313360236585,792
3,273.419555746019,793
3,313.099570956081,794
3,208.198407720774,795
1,225.904046606272,796
3,300.027668114752,797
1,353.014796938747,798
3,214.224128555506,799
3,304.416233025491,800
3,294.381516810507,801
3,269.997784968466,802
3,234.474763404578,803
1,290.686307869852,804
1,326.921976998448,805
1,273.404162343591,806
3,278.660297509283,807
3,234.759188529104,808
3,295.524166069925,809
1,314.574127629399,810
1,257.94777752459,811
1,310.662445556372,812
1,256.016080334783,813
3,289.513522289693,814
1,260.010930322111,815
3,231.514675103128,816
3,304.152898322791,817
1,285.234330069274,818
3,288.75349804014,819
3,278.762277614325,820
3,228.879123222083,821
3,308.626133874059,822
3,210.469281744212,823
3,234.021727498621,824
1,279.852719899267,825
1,322.570538066328,826
3,263.044064603746,827
3,234.612837396562,828
3,227.962712775916,829
3,288.806235276163,830
1,439.836178734899,831
3,270.963929664344,832
1,308.45573528856,833
3,191.2576861009,834
1,272.018392525613,835
3,299.471033584327,836
3,284.012058697641,837
1,323.546959362924,838
3,270.046516917646,839
3,222.646303139627,840
3,247.2459294945,841
1,345.148445092142,842
1,265.62622859329,843
3,282.452159546316,844
3,276.95326706022,845
3,190.309738598764,846
3,264.136547099799,847
3,289.157529558986,848
1,262.278070054948,849
3,243.797026168555,850
3,259.004056569189,851
3,214.09838052839,852
1,308.988848760724,853
3,293.434453498572,854
3,268.593114517629,855
3,246.796476081014,856
3,262.558286629617,857
3,232.078487716615,858
1,331.917233671993,859
1,332.396295145154,860
1,222.892415009439,861
1,267.707204535604,862
1,252.966866906732,863
3,245.70746704191,864
3,239.553308449686,865
1,297.547523990273,866
3,249.422607682645,867
3,229.511315759271,868
1,290.378506146371,869
1,239.763145767152,870
3,183.867405258119,871
3,257.26766635105,872
3,264.535549279302,873
3,217.593193493783,874
3,247.201437078416,875
1,334.236400719732,876
3,242.949377976358,877
3,266.471575271338,878
3,267.809400569648,879
3,266.771429788321,880
1,321.344135247171,881
3,267.134041748941,882
1,280.080912195146,883
3,285.327545654029,884
1,312.766220103949,885
3,264.100228425115,886
3,183.374194465578,887
1,283.862500783056,888
3,258.430652257055,889
3,232.861575089395,890
3,203.949647497386,891
1,312.212667606771,892
3,187.773279391229,893
3,306.095333110541,894
3,249.839803334326,895
3,268.271719895303,896
1,228.730925045907,897
3,226.324211083353,898
3,284.291420113295,899
1,278.303355179727,900
3,219.618772469461,901
1,317.94038207829,902
1,281.709582339972,903
1,341.34437693283,904
3,245.357459805906,905
3,244.316860638559,906
3,338.097622357309,907
3,314.574901178479,908
1,215.989841423929,909
1,498.814045861363,910
3,194.5564269647,911
3,284.75560965389,912
3,209.838745556772,913
1,507.899806987494,914
3,203.492402445525,915
1,295.872797325253,916
1,302.033131673932,917
3,279.874520909041,918
3,243.376384269446,919
3,212.362739525735,920
1,302.22716422379,921
3,256.492610059679,922
3,331.440240047872,923
1,265.905675671995,924
3,259.653423186392,925
3,243.018080018461,926
3,258.315945290029,927
3,215.154211960733,928
3,191.977092944086,929
1,309.417453363538,930
1,319.209363415837,931
1,300.051319610327,932
3,273.958573006094,933
1,346.609904970974,934
3,342.53943034634,935
1,282.699308358133,936
3,214.186542712152,937
1,346.2484466061,938
1,344.1416798383,939
3,236.962663065642,940
1,269.662865769118,941
3,273.932599272579,942
1,222.875410597771,943
1,266.473463319242,944
3,243.945166543126,945
3,268.702806200832,946
1,325.217636182904,947
3,221.584846418351,948
3,224.965959392488,949
3,406.376576378942,950
2,221.186603795737,951
3,220.863030891865,952
3,220.434113632888,953
3,307.834677293897,954
3,285.288083031774,955
3,295.283230509609,956
3,254.59841170162,957
3,236.469835244119,958
3,207.831056557596,959
3,292.67898376286,960
3,312.339674070477,961
3,201.754878532141,962
2,286.964435305446,963
3,246.86240144074,964
1,396.229081522673,965
3,237.105249281973,966
3,278.406261172146,967
3,243.402543030679,968
3,241.072817765176,969
3,219.662767183036,970
1,250.714583829045,971
3,221.07118261978,972
3,230.532053910196,973
1,262.684529744089,974
3,179.803949914873,975
1,312.650589119643,976
3,207.201607715338,977
3,281.897205110639,978
3,253.180787291378,979
1,293.959215126932,980
3,239.96359436959,981
1,267.771021775901,982
1,327.548712804914,983
1,350.457435499877,984
3,218.119709026068,985
3,257.645721163601,986
3,253.394143484533,987
3,280.09730090946,988
3,231.304417870939,989
3,235.944131385535,990
1,273.631801377982,991
1,242.717774029821,992
3,287.705733373761,993
1,256.630905494094,994
1,277.513019215316,995
3,209.206823360175,996
1,251.461041674018,997
3,231.440654393286,998
3,255.158194765449,999
3,212.147263061255,1000
3,218.179568253458,1001
3,182.963862620294,1002
1,293.422666262835,1003
3,238.974907647818,1004
1,311.7753983289,1005
3,235.138601016253,1006
1,302.268319509923,1007
3,229.695916615427,1008
3,234.939487110823,1009
3,248.009723436087,1010
3,223.622932311147,1011
3,220.392727218568,1012
3,303.346769407392,1013
1,371.775324832648,1014
3,200.888902626932,1015
3,277.338181637228,1016
3,310.957191359252,1017
3,306.800294291228,1018
1,236.137155078351,1019
3,229.916481610388,1020
3,225.154382966459,1021
3,279.97389408946,1022
3,265.346591603011,1023
1,293.245656087995,1024
3,289.671591356397,1025
2,292.638931244612,1026
3,279.778695061803,1027
3,237.338875543326,1028
1,287.693534843624,1029
1,272.359425626695,1030
3,266.760011386126,1031
3,243.492060743272,1032
3,181.906727515161,1033
3,269.270890377462,1034
3,282.729470327497,1035
3,312.843550756574,1036
3,239.769704297185,1037
3,246.357627596706,1038
1,281.727821078151,1039
3,285.038546636701,1040
3,249.044903501868,1041
3,269.520914789289,1042
1,301.621682547033,1043
3,248.11824157089,1044
1,351.179899290204,1045
1,286.543432079256,1046
3,239.357781156898,1047
1,274.950308464468,1048
3,255.728239051998,1049
3,252.06543232128,1050
1,247.067716442049,1051
3,235.018861852586,1052
3,197.735590420663,1053
1,297.801469516009,1054
3,247.207932852209,1055
3,214.666745625436,1056
3,227.947447709739,1057
3,243.107118483633,1058
3,235.987848125398,1059
3,217.043593727052,1060
1,356.895390205085,1061
3,278.547701910138,1062
1,278.138939425349,1063
1,259.994989406317,1064
3,197.014225017279,1065
3,251.766608707607,1066
3,232.378429900855,1067
1,432.048869803548,1068
3,277.105127289891,1069
3,247.965745411813,1070
1,321.031990125775,1071
3,229.959292065352,1072
3,208.058660384268,1073
3,216.080720447004,1074
1,429.171153441072,1075
3,314.046656619757,1076
3,231.013496886939,1077
3,207.171210702509,1078
3,233.574115596712,1079
3,206.237723790109,1080
3,237.857426784933,1081
3,276.352676942945,1082
1,323.311958387494,1083
3,213.795334301889,1084
1,242.512437663972,1085
3,224.931472472847,1086
1,304.757854536176,1087
3,297.346502378583,1088
3,217.201879702508,1089
3,289.502605035901,1090
1,296.37417550385,1091
3,244.908944353461,1092
1,290.219933763146,1093
3,294.351844742894,1094
3,298.718697145581,1095
3,244.411816112697,1096
3,215.26237591356,1097
3,388.010882332921,1098
3,258.100437294692,1099
3,225.907508485019,1100
3,189.976929627359,1101
3,213.554851017892,1102
1,401.306526139379,1103
3,291.086620882154,1104
3,246.014505855739,1105
3,221.076636902988,1106
3,221.664680119604,1107
3,222.682984124869,1108
3,284.999602906406,1109
3,220.648987941444,1110
1,280.276176773012,1111
3,271.910003736615,1112
1,245.382361065596,1113
3,226.369330774993,1114
3,264.790289446712,1115
3,256.268071901053,1116
3,219.938924323767,1117
3,211.777151189744,1118
3,226.789474926889,1119
3,280.185635261238,1120
1,394.571658145636,1121
3,194.61269999668,1122
2,219.962272401899,1123
3,423.514313593507,1124
1,313.321980044246,1125
1,282.295095011592,1126
1,280.139563079923,1127
3,175.301525197923,1128
1,275.612619839609,1129
3,239.668736629188,1130
3,208.196067415178,1131
3,192.364600144327,1132
3,209.877146981657,1133
1,250.835629634559,1134
1,305.622803285718,1135
3,242.524001583457,1136
1,265.029878150672,1137
3,176.907250367105,1138
1,427.235309496522,1139
3,236.740286584944,1140
3,217.928083654493,1141
3,239.078641317785,1142
3,237.972059689462,1143
1,314.79284863174,1144
3,243.247811090201,1145
1,359.047605525702,1146
3,208.426153562963,1147
1,357.877072289586,1148
3,300.13445289433,1149
3,268.867142245173,1150
1,240.523083101958,1151
3,384.624023631215,1152
3,224.880359377712,1153
1,291.700652711093,1154
1,365.606803916395,1155
1,420.894112303853,1156
3,234.245960976928,1157
3,224.485773082823,1158
3,220.114872775972,1159
3,262.701020609587,1160
1,342.199556127191,1161
3,218.015920411795,1162
1,250.495746623725,1163
3,233.59526681155,1164
3,205.490381680429,1165
3,416.465247824788,1166
1,307.387802675366,1167
1,315.647961150855,1168
3,221.02983988449,1169
1,328.425105713308,1170
3,212.038471065462,1171
3,258.693109557033,1172
1,352.965121343732,1173
1,418.117374613881,1174
1,421.615896895528,1175
3,268.214227750897,1176
3,198.007530413568,1177
3,198.958012066782,1178
3,242.916453979909,1179
1,241.187093041837,1180
3,229.396931491792,1181
3,197.598008476198,1182
3,209.38039316982,1183
3,211.556806735694,1184
1,483.125152990222,1185
3,202.920251332223,1186
1,217.569608055055,1187
3,380.944102957845,1188
1,377.472625032067,1189
3,235.737355694175,1190
3,200.911255560815,1191
3,204.707190714777,1192
1,308.779215507209,1193
3,305.021238401532,1194
3,235.864967010915,1195
3,173.772433958948,1196
3,337.139427140355,1197
3,346.060226395726,1198
3,201.494240697473,1199
3,270.751731470227,1200
3,315.332177892327,1201
1,287.002104669809,1202
1,273.542870458215,1203
3,220.706186767668,1204
2,312.467958703637,1205
3,250.590233370662,1206
1,264.97216861695,1207
3,310.249906554818,1208
3,200.895287450403,1209
3,212.591925378889,1210
3,193.916534028947,1211
1,262.347841970623,1212
3,402.290833190084,1213
3,277.762803629041,1214
3,244.592070572078,1215
1,239.999335251749,1216
3,265.523476198316,1217
3,266.249509822577,1218
3,257.102730687708,1219
1,365.306168790907,1220
1,370.38605697453,1221
1,253.922653824091,1222
3,202.167618654668,1223
1,444.167478278279,1224
3,217.304270159453,1225
3,348.360205128789,1226
3,342.920528843999,1227
3,234.946850344539,1228
1,251.163343392313,1229
3,211.308259245008,1230
3,217.4372914657,1231
1,364.042649105191,1232
1,324.239896371961,1233
3,363.744444325566,1234
1,296.454972531646,1235
3,235.662968628109,1236
3,276.458430200815,1237
1,277.153676778078,1238
1,251.926612071693,1239
3,226.851501457393,1240
3,199.392808102071,1241
3,289.540616586804,1242
3,271.660650745034,1243
3,295.970890060067,1244
3,219.470441482961,1245
