"node_X_pix","node_Y_pix"
-1,-0.156868057437009
-0.99624633431085,-0.153616905987537
-0.996011730205279,-0.153887835274993
-0.984046920821114,-0.148198320238418
-0.983108504398827,-0.139528583039827
-0.981466275659824,-0.227580601463018
-0.979354838709677,-0.128149552966676
-0.977243401759531,-0.146572744513682
-0.977008797653959,-0.139257653752371
-0.975601173020528,-0.072338119750745
-0.975366568914956,-0.156868057437009
-0.974428152492669,-0.14467623950149
-0.97208211143695,-0.222974803576267
-0.969266862170088,-0.143050663776754
-0.968563049853372,-0.115415876456245
-0.968328445747801,-0.22812246003793
-0.965513196480938,-0.212950419940396
-0.965043988269795,-0.126794906529396
-0.963401759530792,-0.161744784611216
-0.96316715542522,-0.217014359252235
-0.962932551319648,-0.160931996748849
-0.961994134897361,-0.193714440531021
-0.961524926686217,-0.311839609861826
-0.961290322580645,-0.157409916011921
-0.960351906158358,-0.14196694662693
-0.959882697947214,-0.105120563532918
-0.958005865102639,-0.142237875914386
-0.955894428152493,-0.320780276347873
-0.955190615835777,-0.239230560823625
-0.95425219941349,-0.313194256299106
-0.953782991202346,-0.163370360335952
-0.951906158357771,-0.347060417231103
-0.951436950146628,-0.206448117041452
-0.950733137829912,-0.128149552966676
-0.950733137829912,-0.123272825792468
-0.95049853372434,-0.128149552966676
-0.950263929618768,-0.128420482254132
-0.950029325513197,-0.398807911135194
-0.949325513196481,-0.159577350311569
-0.949090909090909,-0.326740720671905
-0.948152492668622,-0.389867244649147
-0.94791788856305,-0.301002438363587
-0.947448680351906,-0.39636954754809
-0.947448680351906,-0.093470604172311
-0.947214076246334,-0.128420482254132
-0.946979472140763,-0.124898401517204
-0.946275659824047,-0.368463830940125
-0.946041055718475,-0.352749932267678
-0.945806451612903,-0.345976700081279
-0.945571847507331,-0.238417772961257
-0.945571847507331,-0.0978054727716066
-0.945102639296188,-0.374424275264156
-0.945102639296188,-0.369005689515037
-0.944868035190616,-0.140341370902194
-0.944633431085044,-0.392576537523706
-0.9441642228739,-0.30885938769981
-0.943929618768328,-0.119208886480629
-0.943695014662757,-0.20455161202926
-0.943225806451613,-0.402600921159577
-0.943225806451613,-0.214575995665131
-0.943225806451613,-0.198591167705229
-0.943225806451613,-0.125440260092116
-0.943225806451613,-0.0885938769981035
-0.942521994134897,-0.204009753454348
-0.942287390029325,-0.401517204009753
-0.941818181818182,-0.398266052560282
-0.941348973607038,-0.397995123272826
-0.941114369501466,-0.418314819832024
-0.941114369501466,-0.308317529124898
-0.941114369501466,-0.138444865890003
-0.940879765395894,-0.402329991872121
-0.940410557184751,-0.335952316445408
-0.939941348973607,-0.35329179084259
-0.939941348973607,-0.316716337036034
-0.939706744868035,-0.0904903820102952
-0.938768328445748,-0.168518016797616
-0.938533724340176,-0.215659712814955
-0.938533724340176,-0.100514765646166
-0.938064516129032,-0.293687347602276
-0.93782991202346,-0.362774315903549
-0.93782991202346,-0.127336765104308
-0.937595307917889,-0.439718233541046
-0.937360703812317,-0.387428881062043
-0.936891495601173,-0.202926036304524
-0.936656891495601,-0.362774315903549
-0.936422287390029,-0.363045245191005
-0.936187683284457,-0.283662963966405
-0.935953079178886,-0.362774315903549
-0.935953079178886,-0.331617447846112
-0.935953079178886,-0.289081549715524
-0.935718475073314,-0.395827688973178
-0.935718475073314,-0.331888377133568
-0.935014662756598,-0.412354375507992
-0.935014662756598,-0.331346518558656
-0.934780058651026,-0.342996477919263
-0.934310850439883,-0.0921159577350311
-0.933841642228739,-0.377133568138716
-0.933137829912023,-0.334868599295584
-0.933137829912023,-0.288810620428068
-0.933137829912023,-0.166079653210512
-0.932903225806452,-0.364128962340829
-0.932434017595308,-0.410999729070712
-0.932199413489736,-0.144405310214034
-0.931964809384164,-0.362774315903549
-0.931964809384164,-0.2449200758602
-0.931730205278592,-0.371173123814684
-0.931730205278592,-0.241127065835817
-0.931730205278592,-0.0739636954754809
-0.93149560117302,-0.0818206448117041
-0.931260997067449,-0.302628014088323
-0.931026392961877,-0.162286643186128
-0.930791788856305,-0.162015713898672
-0.930322580645161,-0.06258466540233
-0.929853372434018,-0.408832294771065
-0.929384164222874,-0.382010295312923
-0.928680351906158,-0.0644811704145217
-0.928211143695015,-0.460850717962612
-0.927976539589443,-0.345976700081279
-0.927507331378299,-0.389325386074235
-0.927507331378299,-0.382010295312923
-0.926803519061584,-0.0964508263343267
-0.926803519061584,-0.0652939582768897
-0.926568914956012,-0.164454077485776
-0.92633431085044,-0.144947168788946
